account_id,bank_name,is_mule,entity_id,created_timestamp
ACCV2_0000063,Kotak,True,ENT_V2_000032,2024-11-03T00:00:00
ACCV2_0000064,IndusInd,True,ENT_V2_000033,2023-01-02T00:00:00
ACCV2_0000065,Paytm PB,True,ENT_V2_000034,2024-03-07T00:00:00
ACCV2_0000066,IndusInd,True,ENT_V2_000035,2024-03-06T00:00:00
ACCV2_0000067,Axis,True,ENT_V2_000036,2023-08-09T00:00:00
ACCV2_0000068,PNB,True,ENT_V2_000037,2024-04-08T00:00:00
ACCV2_0000069,IndusInd,True,ENT_V2_000037,2024-02-24T00:00:00
ACCV2_0000070,PNB,True,ENT_V2_000037,2024-05-11T00:00:00
ACCV2_0000071,PNB,True,ENT_V2_000037,2023-12-01T00:00:00
ACCV2_0000072,Yes Bank,True,ENT_V2_000037,2023-02-19T00:00:00
ACCV2_0000073,Yes Bank,True,ENT_V2_000037,2023-05-21T00:00:00
ACCV2_0000074,Yes Bank,True,ENT_V2_000038,2024-11-27T00:00:00
ACCV2_0000075,PNB,True,ENT_V2_000038,2023-06-16T00:00:00
ACCV2_0000076,Paytm PB,True,ENT_V2_000038,2024-10-25T00:00:00
ACCV2_0000077,ICICI,True,ENT_V2_000038,2024-09-07T00:00:00
ACCV2_0000078,Kotak,True,ENT_V2_000039,2023-04-26T00:00:00
ACCV2_0000079,HDFC,True,ENT_V2_000039,2023-10-27T00:00:00
ACCV2_0000080,Paytm PB,True,ENT_V2_000039,2023-05-31T00:00:00
ACCV2_0000081,IndusInd,True,ENT_V2_000039,2023-02-12T00:00:00
ACCV2_0000082,ICICI,True,ENT_V2_000039,2023-07-01T00:00:00
ACCV2_0000083,SBI,True,ENT_V2_000039,2024-09-06T00:00:00
ACCV2_0000084,Axis,True,ENT_V2_000040,2024-06-19T00:00:00
ACCV2_0000085,Kotak,True,ENT_V2_000040,2024-02-04T00:00:00
ACCV2_0000086,IndusInd,True,ENT_V2_000040,2024-02-14T00:00:00
ACCV2_0000087,PNB,True,ENT_V2_000040,2024-07-18T00:00:00
ACCV2_0000088,Paytm PB,True,ENT_V2_000040,2024-05-23T00:00:00
ACCV2_0000089,HDFC,True,ENT_V2_000040,2023-03-23T00:00:00
ACCV2_0000090,HDFC,True,ENT_V2_000041,2024-08-05T00:00:00
ACCV2_0000091,IndusInd,True,ENT_V2_000041,2023-01-19T00:00:00
ACCV2_0000092,HDFC,True,ENT_V2_000041,2023-11-15T00:00:00
ACCV2_0000093,SBI,True,ENT_V2_000041,2023-11-22T00:00:00
ACCV2_0000094,Kotak,True,ENT_V2_000041,2024-04-25T00:00:00
ACCV2_0000095,IndusInd,True,ENT_V2_000041,2024-06-28T00:00:00
ACCV2_0000096,Paytm PB,True,ENT_V2_000042,2024-03-09T00:00:00
ACCV2_0000097,PNB,True,ENT_V2_000043,2023-01-03T00:00:00
ACCV2_0000098,Yes Bank,True,ENT_V2_000043,2023-04-13T00:00:00
ACCV2_0000099,PNB,True,ENT_V2_000043,2024-09-09T00:00:00
ACCV2_0000100,Axis,True,ENT_V2_000044,2024-06-13T00:00:00
ACCV2_0000101,PNB,True,ENT_V2_000044,2023-09-17T00:00:00
ACCV2_0000102,IndusInd,True,ENT_V2_000044,2023-05-07T00:00:00
ACCV2_0000103,Axis,True,ENT_V2_000045,2023-08-16T00:00:00
ACCV2_0000104,Paytm PB,True,ENT_V2_000046,2024-04-29T00:00:00
ACCV2_0000105,ICICI,True,ENT_V2_000046,2023-09-07T00:00:00
ACCV2_0000106,ICICI,True,ENT_V2_000046,2023-09-18T00:00:00
ACCV2_0000107,Kotak,True,ENT_V2_000046,2024-01-01T00:00:00
ACCV2_0000108,SBI,True,ENT_V2_000046,2024-01-10T00:00:00
ACCV2_0000109,Kotak,True,ENT_V2_000046,2023-09-04T00:00:00
ACCV2_0000110,Kotak,True,ENT_V2_000047,2024-02-06T00:00:00
ACCV2_0000111,SBI,True,ENT_V2_000048,2023-01-07T00:00:00
ACCV2_0000112,Yes Bank,True,ENT_V2_000048,2023-01-08T00:00:00
ACCV2_0000113,IndusInd,True,ENT_V2_000048,2023-06-22T00:00:00
ACCV2_0000114,Axis,True,ENT_V2_000048,2023-09-25T00:00:00
ACCV2_0000115,Yes Bank,True,ENT_V2_000049,2023-07-27T00:00:00
ACCV2_0000116,PNB,True,ENT_V2_000050,2024-11-14T00:00:00
ACCV2_0000117,IndusInd,True,ENT_V2_000051,2024-11-21T00:00:00
ACCV2_0000118,Kotak,True,ENT_V2_000052,2024-09-07T00:00:00
ACCV2_0000119,Paytm PB,True,ENT_V2_000052,2023-06-17T00:00:00
ACCV2_0000120,Axis,True,ENT_V2_000053,2023-08-08T00:00:00
ACCV2_0000121,PNB,True,ENT_V2_000053,2023-12-17T00:00:00
ACCV2_0000122,PNB,True,ENT_V2_000053,2024-01-12T00:00:00
ACCV2_0000123,Yes Bank,True,ENT_V2_000053,2024-03-16T00:00:00
ACCV2_0000124,HDFC,True,ENT_V2_000054,2023-07-29T00:00:00
ACCV2_0000125,Kotak,True,ENT_V2_000055,2024-04-23T00:00:00
ACCV2_0000126,HDFC,True,ENT_V2_000055,2023-10-09T00:00:00
ACCV2_0000127,SBI,True,ENT_V2_000055,2023-02-11T00:00:00
ACCV2_0000128,IndusInd,True,ENT_V2_000055,2023-01-04T00:00:00
ACCV2_0000129,PNB,True,ENT_V2_000056,2024-05-31T00:00:00
ACCV2_0000130,Axis,True,ENT_V2_000057,2024-11-03T00:00:00
ACCV2_0000131,Yes Bank,True,ENT_V2_000057,2024-03-31T00:00:00
ACCV2_0000132,Axis,True,ENT_V2_000057,2023-09-20T00:00:00
ACCV2_0000133,IndusInd,True,ENT_V2_000057,2023-06-12T00:00:00
ACCV2_0000134,ICICI,True,ENT_V2_000057,2023-06-25T00:00:00
ACCV2_0000135,Axis,True,ENT_V2_000057,2024-02-29T00:00:00
ACCV2_0000136,IndusInd,True,ENT_V2_000058,2024-05-23T00:00:00
ACCV2_0000137,ICICI,True,ENT_V2_000058,2023-03-22T00:00:00
ACCV2_0000138,IndusInd,True,ENT_V2_000058,2024-06-29T00:00:00
ACCV2_0000139,ICICI,True,ENT_V2_000059,2024-07-13T00:00:00
ACCV2_0000140,Kotak,True,ENT_V2_000059,2023-05-29T00:00:00
ACCV2_0000141,PNB,True,ENT_V2_000059,2024-07-24T00:00:00
ACCV2_0000142,Yes Bank,True,ENT_V2_000059,2024-06-13T00:00:00
ACCV2_0000143,ICICI,True,ENT_V2_000059,2024-10-09T00:00:00
ACCV2_0000144,ICICI,True,ENT_V2_000059,2023-01-06T00:00:00
ACCV2_0000145,Axis,True,ENT_V2_000060,2023-06-25T00:00:00
ACCV2_0000146,PNB,True,ENT_V2_000060,2023-05-27T00:00:00
ACCV2_0000147,SBI,True,ENT_V2_000060,2023-08-14T00:00:00
ACCV2_0000148,Paytm PB,True,ENT_V2_000060,2024-06-27T00:00:00
ACCV2_0000149,PNB,True,ENT_V2_000060,2024-07-06T00:00:00
ACCV2_0000150,IndusInd,True,ENT_V2_000060,2024-10-22T00:00:00
ACCV2_0000151,Kotak,True,ENT_V2_000061,2024-01-01T00:00:00
ACCV2_0000152,HDFC,True,ENT_V2_000061,2024-06-18T00:00:00
ACCV2_0000153,IndusInd,True,ENT_V2_000061,2024-05-21T00:00:00
ACCV2_0000154,SBI,True,ENT_V2_000061,2023-09-27T00:00:00
ACCV2_0000155,Paytm PB,True,ENT_V2_000061,2024-05-12T00:00:00
ACCV2_0000156,Paytm PB,True,ENT_V2_000062,2023-08-20T00:00:00
ACCV2_0000157,PNB,True,ENT_V2_000062,2024-05-02T00:00:00
ACCV2_0000158,Kotak,True,ENT_V2_000062,2023-02-27T00:00:00
ACCV2_0000159,Yes Bank,True,ENT_V2_000062,2023-05-10T00:00:00
ACCV2_0000160,Yes Bank,True,ENT_V2_000062,2024-08-31T00:00:00
ACCV2_0000161,Axis,True,ENT_V2_000062,2024-05-16T00:00:00
ACCV2_0000162,ICICI,True,ENT_V2_000063,2024-05-08T00:00:00
ACCV2_0000163,Kotak,True,ENT_V2_000064,2024-02-12T00:00:00
ACCV2_0000164,IndusInd,True,ENT_V2_000065,2024-04-19T00:00:00
ACCV2_0000165,PNB,True,ENT_V2_000065,2023-08-24T00:00:00
ACCV2_0000166,Paytm PB,True,ENT_V2_000065,2023-03-20T00:00:00
ACCV2_0000167,HDFC,True,ENT_V2_000065,2023-01-16T00:00:00
ACCV2_0000168,IndusInd,True,ENT_V2_000065,2024-01-03T00:00:00
ACCV2_0000169,Kotak,True,ENT_V2_000066,2024-10-25T00:00:00
ACCV2_0000170,SBI,True,ENT_V2_000066,2023-04-08T00:00:00
ACCV2_0000171,HDFC,True,ENT_V2_000066,2024-09-22T00:00:00
ACCV2_0000172,IndusInd,True,ENT_V2_000066,2023-08-27T00:00:00
ACCV2_0000173,SBI,True,ENT_V2_000066,2023-11-03T00:00:00
ACCV2_0000174,Yes Bank,True,ENT_V2_000066,2023-03-15T00:00:00
ACCV2_0000175,SBI,True,ENT_V2_000067,2024-06-13T00:00:00
ACCV2_0000176,IndusInd,True,ENT_V2_000067,2024-03-16T00:00:00
ACCV2_0000177,HDFC,True,ENT_V2_000067,2024-10-16T00:00:00
ACCV2_0000178,SBI,True,ENT_V2_000067,2023-03-27T00:00:00
ACCV2_0000179,IndusInd,True,ENT_V2_000067,2024-08-02T00:00:00
ACCV2_0000180,PNB,True,ENT_V2_000067,2024-06-29T00:00:00
ACCV2_0000181,Axis,True,ENT_V2_000068,2023-06-25T00:00:00
ACCV2_0000182,Yes Bank,True,ENT_V2_000069,2023-04-08T00:00:00
ACCV2_0000183,Paytm PB,True,ENT_V2_000069,2023-07-27T00:00:00
ACCV2_0000184,IndusInd,True,ENT_V2_000069,2024-11-16T00:00:00
ACCV2_0000185,Yes Bank,True,ENT_V2_000069,2024-04-23T00:00:00
ACCV2_0000186,Paytm PB,True,ENT_V2_000069,2024-10-29T00:00:00
ACCV2_0000187,IndusInd,True,ENT_V2_000069,2023-08-14T00:00:00
ACCV2_0000188,HDFC,True,ENT_V2_000070,2023-12-07T00:00:00
ACCV2_0000189,IndusInd,True,ENT_V2_000071,2024-06-11T00:00:00
ACCV2_0000190,Yes Bank,True,ENT_V2_000071,2023-10-14T00:00:00
ACCV2_0000191,SBI,True,ENT_V2_000071,2024-08-16T00:00:00
ACCV2_0000192,Paytm PB,True,ENT_V2_000071,2023-10-19T00:00:00
ACCV2_0000193,HDFC,True,ENT_V2_000071,2024-03-27T00:00:00
ACCV2_0000194,Axis,True,ENT_V2_000071,2024-10-11T00:00:00
ACCV2_0000195,ICICI,True,ENT_V2_000072,2024-10-26T00:00:00
ACCV2_0000196,IndusInd,True,ENT_V2_000073,2023-02-26T00:00:00
ACCV2_0000197,HDFC,True,ENT_V2_000074,2024-02-08T00:00:00
ACCV2_0000198,SBI,True,ENT_V2_000074,2024-06-13T00:00:00
ACCV2_0000199,SBI,True,ENT_V2_000074,2024-02-21T00:00:00
ACCV2_0000200,Axis,True,ENT_V2_000074,2024-11-25T00:00:00
ACCV2_0000201,Kotak,True,ENT_V2_000074,2023-03-11T00:00:00
ACCV2_0000202,HDFC,True,ENT_V2_000074,2023-08-08T00:00:00
ACCV2_0000203,HDFC,True,ENT_V2_000075,2023-05-28T00:00:00
ACCV2_0000204,IndusInd,True,ENT_V2_000076,2024-09-02T00:00:00
ACCV2_0000205,Yes Bank,True,ENT_V2_000076,2023-01-11T00:00:00
ACCV2_0000206,ICICI,True,ENT_V2_000076,2024-06-10T00:00:00
ACCV2_0000207,Axis,True,ENT_V2_000076,2024-06-17T00:00:00
ACCV2_0000208,IndusInd,True,ENT_V2_000076,2024-05-12T00:00:00
ACCV2_0000209,IndusInd,True,ENT_V2_000076,2023-12-23T00:00:00
ACCV2_0000210,PNB,True,ENT_V2_000077,2024-09-17T00:00:00
ACCV2_0000211,ICICI,True,ENT_V2_000078,2023-07-15T00:00:00
ACCV2_0000212,IndusInd,True,ENT_V2_000078,2024-08-06T00:00:00
ACCV2_0000213,ICICI,True,ENT_V2_000078,2024-12-01T00:00:00
ACCV2_0000214,Paytm PB,True,ENT_V2_000078,2024-09-02T00:00:00
ACCV2_0000215,Yes Bank,True,ENT_V2_000078,2023-02-27T00:00:00
ACCV2_0000216,Paytm PB,True,ENT_V2_000078,2023-01-16T00:00:00
ACCV2_0000217,Axis,True,ENT_V2_000079,2024-08-06T00:00:00
ACCV2_0000218,PNB,True,ENT_V2_000080,2024-06-06T00:00:00
ACCV2_0000219,ICICI,True,ENT_V2_000081,2024-11-28T00:00:00
ACCV2_0000220,HDFC,True,ENT_V2_000082,2023-09-05T00:00:00
ACCV2_0000221,Yes Bank,True,ENT_V2_000083,2023-09-05T00:00:00
ACCV2_0000222,ICICI,True,ENT_V2_000084,2024-08-20T00:00:00
ACCV2_0000223,IndusInd,True,ENT_V2_000084,2024-11-01T00:00:00
ACCV2_0000224,Axis,True,ENT_V2_000084,2024-04-28T00:00:00
ACCV2_0000225,Kotak,True,ENT_V2_000084,2023-10-16T00:00:00
ACCV2_0000226,Axis,True,ENT_V2_000084,2023-01-22T00:00:00
ACCV2_0000227,PNB,True,ENT_V2_000084,2024-06-16T00:00:00
ACCV2_0000228,Axis,True,ENT_V2_000085,2023-03-12T00:00:00
ACCV2_0000229,IndusInd,True,ENT_V2_000085,2024-01-27T00:00:00
ACCV2_0000230,IndusInd,True,ENT_V2_000085,2023-05-31T00:00:00
ACCV2_0000231,Axis,True,ENT_V2_000086,2024-01-30T00:00:00
ACCV2_0000232,ICICI,True,ENT_V2_000086,2023-09-19T00:00:00
ACCV2_0000233,Kotak,True,ENT_V2_000087,2024-10-26T00:00:00
ACCV2_0000234,PNB,True,ENT_V2_000088,2023-10-31T00:00:00
ACCV2_0000235,HDFC,True,ENT_V2_000089,2024-08-15T00:00:00
ACCV2_0000236,Axis,True,ENT_V2_000090,2023-11-16T00:00:00
ACCV2_0000237,SBI,True,ENT_V2_000091,2023-08-22T00:00:00
ACCV2_0000238,Kotak,True,ENT_V2_000092,2024-11-29T00:00:00
ACCV2_0000239,Yes Bank,True,ENT_V2_000093,2023-03-01T00:00:00
ACCV2_0000240,Paytm PB,True,ENT_V2_000093,2024-08-23T00:00:00
ACCV2_0000241,SBI,True,ENT_V2_000094,2024-09-05T00:00:00
ACCV2_0000242,PNB,True,ENT_V2_000094,2024-04-04T00:00:00
ACCV2_0000243,ICICI,True,ENT_V2_000094,2023-09-05T00:00:00
ACCV2_0000244,Yes Bank,True,ENT_V2_000094,2024-08-23T00:00:00
ACCV2_0000245,SBI,True,ENT_V2_000095,2023-09-07T00:00:00
ACCV2_0000246,SBI,True,ENT_V2_000096,2024-03-16T00:00:00
ACCV2_0000247,IndusInd,True,ENT_V2_000096,2023-06-15T00:00:00
ACCV2_0000248,Paytm PB,True,ENT_V2_000097,2024-08-20T00:00:00
ACCV2_0000249,PNB,True,ENT_V2_000098,2023-09-22T00:00:00
ACCV2_0000250,Kotak,True,ENT_V2_000098,2024-04-07T00:00:00
ACCV2_0000251,Kotak,True,ENT_V2_000099,2023-10-06T00:00:00
ACCV2_0000252,Kotak,True,ENT_V2_000099,2024-05-04T00:00:00
ACCV2_0000253,Yes Bank,True,ENT_V2_000099,2024-06-19T00:00:00
ACCV2_0000254,HDFC,True,ENT_V2_000100,2024-05-14T00:00:00
ACCV2_0000255,PNB,True,ENT_V2_000100,2024-01-12T00:00:00
ACCV2_0000256,SBI,True,ENT_V2_000100,2023-01-26T00:00:00
ACCV2_0000257,PNB,True,ENT_V2_000100,2023-10-14T00:00:00
ACCV2_0000258,Paytm PB,True,ENT_V2_000100,2023-03-17T00:00:00
ACCV2_0000259,Yes Bank,True,ENT_V2_000100,2023-03-20T00:00:00
ACCV2_0000260,Paytm PB,True,ENT_V2_000101,2023-12-02T00:00:00
ACCV2_0000261,HDFC,True,ENT_V2_000101,2023-12-04T00:00:00
ACCV2_0000262,Paytm PB,True,ENT_V2_000101,2023-12-09T00:00:00
ACCV2_0000263,HDFC,True,ENT_V2_000102,2024-02-05T00:00:00
ACCV2_0000264,Kotak,True,ENT_V2_000103,2024-11-30T00:00:00
ACCV2_0000265,PNB,True,ENT_V2_000104,2023-03-10T00:00:00
ACCV2_0000266,SBI,True,ENT_V2_000105,2024-08-17T00:00:00
ACCV2_0000267,SBI,True,ENT_V2_000105,2023-04-09T00:00:00
ACCV2_0000268,Paytm PB,True,ENT_V2_000105,2024-10-26T00:00:00
ACCV2_0000269,ICICI,True,ENT_V2_000105,2023-09-08T00:00:00
ACCV2_0000270,IndusInd,True,ENT_V2_000105,2024-11-08T00:00:00
ACCV2_0000271,Kotak,True,ENT_V2_000105,2023-10-11T00:00:00
ACCV2_0000272,ICICI,True,ENT_V2_000106,2024-03-04T00:00:00
ACCV2_0000273,Paytm PB,True,ENT_V2_000107,2023-08-01T00:00:00
ACCV2_0000274,Kotak,True,ENT_V2_000108,2023-08-17T00:00:00
ACCV2_0000275,SBI,True,ENT_V2_000109,2024-05-19T00:00:00
ACCV2_0000276,IndusInd,True,ENT_V2_000110,2024-04-22T00:00:00
ACCV2_0000277,SBI,True,ENT_V2_000111,2024-04-16T00:00:00
ACCV2_0000278,Paytm PB,True,ENT_V2_000112,2024-03-20T00:00:00
ACCV2_0000279,IndusInd,True,ENT_V2_000113,2024-10-13T00:00:00
ACCV2_0000280,Kotak,True,ENT_V2_000114,2024-06-30T00:00:00
ACCV2_0000281,Kotak,True,ENT_V2_000115,2023-01-08T00:00:00
ACCV2_0000282,HDFC,True,ENT_V2_000116,2024-09-24T00:00:00
ACCV2_0000283,Kotak,True,ENT_V2_000116,2023-09-14T00:00:00
ACCV2_0000284,SBI,True,ENT_V2_000116,2024-05-10T00:00:00
ACCV2_0000285,PNB,True,ENT_V2_000117,2024-08-28T00:00:00
ACCV2_0000286,Kotak,True,ENT_V2_000117,2023-07-11T00:00:00
ACCV2_0000287,IndusInd,True,ENT_V2_000117,2023-10-08T00:00:00
ACCV2_0000288,PNB,True,ENT_V2_000117,2023-05-29T00:00:00
ACCV2_0000289,Axis,True,ENT_V2_000117,2024-10-20T00:00:00
ACCV2_0000290,PNB,True,ENT_V2_000117,2023-01-10T00:00:00
ACCV2_0000291,Axis,True,ENT_V2_000118,2023-05-28T00:00:00
ACCV2_0000292,Paytm PB,True,ENT_V2_000119,2023-08-14T00:00:00
ACCV2_0000293,HDFC,True,ENT_V2_000119,2023-02-13T00:00:00
ACCV2_0000294,HDFC,True,ENT_V2_000119,2023-08-07T00:00:00
ACCV2_0000295,Kotak,True,ENT_V2_000120,2024-08-04T00:00:00
ACCV2_0000296,HDFC,True,ENT_V2_000121,2023-06-11T00:00:00
ACCV2_0000297,Kotak,True,ENT_V2_000122,2023-09-18T00:00:00
ACCV2_0000298,Paytm PB,True,ENT_V2_000123,2023-11-22T00:00:00
ACCV2_0000299,Axis,True,ENT_V2_000123,2023-03-21T00:00:00
ACCV2_0000300,IndusInd,True,ENT_V2_000123,2023-04-01T00:00:00
ACCV2_0000301,Yes Bank,True,ENT_V2_000123,2024-03-09T00:00:00
ACCV2_0000302,PNB,True,ENT_V2_000123,2024-04-02T00:00:00
ACCV2_0000303,SBI,True,ENT_V2_000124,2023-08-19T00:00:00
ACCV2_0000304,Yes Bank,True,ENT_V2_000125,2024-10-20T00:00:00
ACCV2_0000305,Kotak,True,ENT_V2_000125,2024-02-09T00:00:00
ACCV2_0000306,SBI,True,ENT_V2_000125,2023-02-26T00:00:00
ACCV2_0000307,HDFC,True,ENT_V2_000125,2024-02-24T00:00:00
ACCV2_0000308,Paytm PB,True,ENT_V2_000126,2024-08-31T00:00:00
ACCV2_0000309,SBI,True,ENT_V2_000126,2024-02-20T00:00:00
ACCV2_0000310,SBI,True,ENT_V2_000126,2024-10-07T00:00:00
ACCV2_0000311,IndusInd,True,ENT_V2_000126,2024-07-23T00:00:00
ACCV2_0000312,Axis,True,ENT_V2_000126,2024-01-04T00:00:00
ACCV2_0000313,PNB,True,ENT_V2_000126,2024-04-15T00:00:00
ACCV2_0000314,Kotak,True,ENT_V2_000127,2023-07-29T00:00:00
ACCV2_0000315,Kotak,True,ENT_V2_000128,2023-10-22T00:00:00
ACCV2_0000316,SBI,True,ENT_V2_000129,2024-10-07T00:00:00
ACCV2_0000317,HDFC,True,ENT_V2_000129,2024-10-20T00:00:00
ACCV2_0000318,PNB,True,ENT_V2_000129,2023-02-22T00:00:00
ACCV2_0000319,ICICI,True,ENT_V2_000130,2023-07-17T00:00:00
ACCV2_0000320,Axis,True,ENT_V2_000131,2024-10-26T00:00:00
ACCV2_0000321,Kotak,True,ENT_V2_000131,2023-06-14T00:00:00
ACCV2_0000322,IndusInd,True,ENT_V2_000131,2023-08-02T00:00:00
ACCV2_0000323,Yes Bank,True,ENT_V2_000131,2023-06-10T00:00:00
ACCV2_0000324,SBI,True,ENT_V2_000131,2023-09-29T00:00:00
ACCV2_0000325,Paytm PB,True,ENT_V2_000131,2024-09-14T00:00:00
ACCV2_0000326,HDFC,True,ENT_V2_000132,2024-05-26T00:00:00
ACCV2_0000327,Axis,True,ENT_V2_000133,2024-11-29T00:00:00
ACCV2_0000328,HDFC,True,ENT_V2_000133,2024-01-21T00:00:00
ACCV2_0000329,ICICI,True,ENT_V2_000133,2023-10-30T00:00:00
ACCV2_0000330,Axis,True,ENT_V2_000133,2023-09-06T00:00:00
ACCV2_0000331,ICICI,True,ENT_V2_000134,2023-04-07T00:00:00
ACCV2_0000332,Axis,True,ENT_V2_000134,2024-10-18T00:00:00
ACCV2_0000333,SBI,True,ENT_V2_000134,2024-07-14T00:00:00
ACCV2_0000334,Paytm PB,True,ENT_V2_000134,2023-09-09T00:00:00
ACCV2_0000335,HDFC,True,ENT_V2_000135,2023-12-21T00:00:00
ACCV2_0000336,IndusInd,True,ENT_V2_000136,2024-09-24T00:00:00
ACCV2_0000337,PNB,True,ENT_V2_000137,2023-05-11T00:00:00
ACCV2_0000338,HDFC,True,ENT_V2_000138,2023-01-21T00:00:00
ACCV2_0000339,Paytm PB,True,ENT_V2_000138,2023-08-08T00:00:00
ACCV2_0000340,PNB,True,ENT_V2_000138,2024-01-16T00:00:00
ACCV2_0000341,PNB,True,ENT_V2_000139,2024-08-26T00:00:00
ACCV2_0000342,Kotak,True,ENT_V2_000140,2023-05-21T00:00:00
ACCV2_0000343,SBI,True,ENT_V2_000140,2024-07-14T00:00:00
ACCV2_0000344,Kotak,True,ENT_V2_000140,2024-08-03T00:00:00
ACCV2_0000345,Yes Bank,True,ENT_V2_000140,2023-01-02T00:00:00
ACCV2_0000346,ICICI,True,ENT_V2_000140,2023-11-13T00:00:00
