entity_id,syndicate_id,tier,operating_zone_ids,high_entropy,num_accounts
ENT_V2_000077,LSYN_0010,A,"V2_ZID_108,V2_ZID_083,V2_ZID_091,V2_ZID_081",False,1
ENT_V2_000078,LSYN_0010,A,"V2_ZID_108,V2_ZID_073,V2_ZID_091,V2_ZID_081",False,6
ENT_V2_000079,LSYN_0010,A,"V2_ZID_091,V2_ZID_081,V2_ZID_046,V2_ZID_108",False,1
ENT_V2_000080,LSYN_0010,A,"V2_ZID_108,V2_ZID_039,V2_ZID_091,V2_ZID_081",False,1
ENT_V2_000081,LSYN_0011,A,"V2_ZID_065,V2_ZID_086,V2_ZID_076,V2_ZID_061",False,1
ENT_V2_000082,LSYN_0011,A,"V2_ZID_003,V2_ZID_057,V2_ZID_078,V2_ZID_038,V2_ZID_020,V2_ZID_049",True,1
ENT_V2_000083,LSYN_0011,A,"V2_ZID_057,V2_ZID_104,V2_ZID_009,V2_ZID_109,V2_ZID_050,V2_ZID_036",True,1
ENT_V2_000084,LSYN_0011,A,"V2_ZID_061,V2_ZID_086,V2_ZID_095,V2_ZID_013,V2_ZID_032",False,6
ENT_V2_000085,LSYN_0011,A,"V2_ZID_077,V2_ZID_043,V2_ZID_083,V2_ZID_069,V2_ZID_051",True,3
ENT_V2_000086,LSYN_0011,A,"V2_ZID_086,V2_ZID_013,V2_ZID_061,V2_ZID_032,V2_ZID_045,V2_ZID_076",False,2
ENT_V2_000087,LSYN_0011,A,"V2_ZID_049,V2_ZID_086,V2_ZID_076,V2_ZID_032",False,1
ENT_V2_000088,LSYN_0011,A,"V2_ZID_086,V2_ZID_013,V2_ZID_032,V2_ZID_108,V2_ZID_061",False,1
ENT_V2_000089,LSYN_0012,A,"V2_ZID_068,V2_ZID_002,V2_ZID_054,V2_ZID_115",False,1
ENT_V2_000090,LSYN_0012,A,"V2_ZID_080,V2_ZID_051,V2_ZID_061,V2_ZID_105,V2_ZID_021,V2_ZID_056,V2_ZID_066",True,1
ENT_V2_000091,LSYN_0012,A,"V2_ZID_002,V2_ZID_013,V2_ZID_054",False,1
ENT_V2_000092,LSYN_0012,A,"V2_ZID_002,V2_ZID_054,V2_ZID_113,V2_ZID_068",False,1
ENT_V2_000093,LSYN_0012,A,"V2_ZID_068,V2_ZID_098,V2_ZID_002",False,2
ENT_V2_000094,LSYN_0012,A,"V2_ZID_025,V2_ZID_054,V2_ZID_002",False,4
ENT_V2_000095,LSYN_0012,A,"V2_ZID_002,V2_ZID_017,V2_ZID_054,V2_ZID_068",False,1
ENT_V2_000096,LSYN_0012,A,"V2_ZID_045,V2_ZID_096,V2_ZID_013,V2_ZID_007,V2_ZID_053,V2_ZID_024,V2_ZID_055",True,2
ENT_V2_000097,LSYN_0013,A,"V2_ZID_078,V2_ZID_102,V2_ZID_040,V2_ZID_034,V2_ZID_100",True,1
ENT_V2_000098,LSYN_0013,A,"V2_ZID_055,V2_ZID_014,V2_ZID_097,V2_ZID_045",False,2
ENT_V2_000099,LSYN_0013,A,"V2_ZID_055,V2_ZID_045,V2_ZID_014,V2_ZID_033",False,3
ENT_V2_000100,LSYN_0013,A,"V2_ZID_045,V2_ZID_014,V2_ZID_055,V2_ZID_040",False,6
ENT_V2_000101,LSYN_0013,A,"V2_ZID_048,V2_ZID_045,V2_ZID_014,V2_ZID_055",False,3
ENT_V2_000102,LSYN_0013,A,"V2_ZID_045,V2_ZID_014,V2_ZID_002,V2_ZID_055",False,1
ENT_V2_000103,LSYN_0013,A,"V2_ZID_056,V2_ZID_034,V2_ZID_050,V2_ZID_039,V2_ZID_118,V2_ZID_111",True,1
ENT_V2_000104,LSYN_0013,A,"V2_ZID_030,V2_ZID_023,V2_ZID_007,V2_ZID_091",True,1
ENT_V2_000105,LSYN_0014,A,"V2_ZID_069,V2_ZID_087,V2_ZID_014",False,6
ENT_V2_000106,LSYN_0014,A,"V2_ZID_069,V2_ZID_087,V2_ZID_014,V2_ZID_067,V2_ZID_079",False,1
ENT_V2_000107,LSYN_0014,A,"V2_ZID_014,V2_ZID_092,V2_ZID_069,V2_ZID_079",False,1
ENT_V2_000108,LSYN_0014,A,"V2_ZID_014,V2_ZID_079,V2_ZID_019,V2_ZID_069,V2_ZID_087,V2_ZID_067",False,1
ENT_V2_000109,LSYN_0014,A,"V2_ZID_098,V2_ZID_103,V2_ZID_089,V2_ZID_038,V2_ZID_004",True,1
ENT_V2_000110,LSYN_0014,A,"V2_ZID_069,V2_ZID_014,V2_ZID_067,V2_ZID_087,V2_ZID_047,V2_ZID_079",False,1
ENT_V2_000111,LSYN_0014,A,"V2_ZID_079,V2_ZID_067,V2_ZID_014,V2_ZID_012",False,1
ENT_V2_000112,LSYN_0014,A,"V2_ZID_087,V2_ZID_101,V2_ZID_067,V2_ZID_014,V2_ZID_069,V2_ZID_079",False,1
ENT_V2_000113,LSYN_0015,A,"V2_ZID_025,V2_ZID_061,V2_ZID_098",False,1
ENT_V2_000114,LSYN_0015,A,"V2_ZID_029,V2_ZID_098,V2_ZID_023,V2_ZID_061,V2_ZID_047",False,1
ENT_V2_000115,LSYN_0015,A,"V2_ZID_114,V2_ZID_047,V2_ZID_025,V2_ZID_023,V2_ZID_061",False,1
ENT_V2_000116,LSYN_0015,A,"V2_ZID_037,V2_ZID_039,V2_ZID_017,V2_ZID_090,V2_ZID_117,V2_ZID_107",True,3
ENT_V2_000117,LSYN_0015,A,"V2_ZID_047,V2_ZID_098,V2_ZID_025,V2_ZID_002",False,6
ENT_V2_000118,LSYN_0015,A,"V2_ZID_063,V2_ZID_023,V2_ZID_047,V2_ZID_098,V2_ZID_025,V2_ZID_061",False,1
ENT_V2_000119,LSYN_0015,A,"V2_ZID_098,V2_ZID_023,V2_ZID_047,V2_ZID_068,V2_ZID_061",False,3
ENT_V2_000120,LSYN_0015,A,"V2_ZID_023,V2_ZID_047,V2_ZID_098,V2_ZID_061",False,1
ENT_V2_000121,LSYN_0016,A,"V2_ZID_028,V2_ZID_083,V2_ZID_055,V2_ZID_029",False,1
ENT_V2_000122,LSYN_0016,A,"V2_ZID_029,V2_ZID_055,V2_ZID_051,V2_ZID_083",False,1
ENT_V2_000123,LSYN_0016,A,"V2_ZID_056,V2_ZID_055,V2_ZID_083,V2_ZID_029",False,5
ENT_V2_000124,LSYN_0016,A,"V2_ZID_029,V2_ZID_083,V2_ZID_110,V2_ZID_055",False,1
ENT_V2_000125,LSYN_0016,A,"V2_ZID_120,V2_ZID_040,V2_ZID_080,V2_ZID_053,V2_ZID_060",True,4
ENT_V2_000126,LSYN_0016,A,"V2_ZID_055,V2_ZID_029,V2_ZID_083,V2_ZID_104",False,6
ENT_V2_000127,LSYN_0016,A,"V2_ZID_055,V2_ZID_083,V2_ZID_029,V2_ZID_035",False,1
ENT_V2_000128,LSYN_0016,A,"V2_ZID_055,V2_ZID_083,V2_ZID_067,V2_ZID_029",False,1
ENT_V2_000129,LSYN_0017,A,"V2_ZID_052,V2_ZID_023,V2_ZID_051",False,3
ENT_V2_000130,LSYN_0017,A,"V2_ZID_007,V2_ZID_099,V2_ZID_003,V2_ZID_076,V2_ZID_014,V2_ZID_057,V2_ZID_026",True,1
ENT_V2_000131,LSYN_0017,A,"V2_ZID_051,V2_ZID_005,V2_ZID_023",False,6
ENT_V2_000132,LSYN_0017,A,"V2_ZID_051,V2_ZID_023,V2_ZID_031",False,1
ENT_V2_000133,LSYN_0017,A,"V2_ZID_005,V2_ZID_007,V2_ZID_109,V2_ZID_040,V2_ZID_001",True,4
ENT_V2_000134,LSYN_0017,A,"V2_ZID_023,V2_ZID_051,V2_ZID_064",False,4
ENT_V2_000135,LSYN_0017,A,"V2_ZID_023,V2_ZID_051,V2_ZID_012",False,1
ENT_V2_000136,LSYN_0017,A,"V2_ZID_023,V2_ZID_023,V2_ZID_051",False,1
ENT_V2_000137,LSYN_0018,A,"V2_ZID_026,V2_ZID_008,V2_ZID_063,V2_ZID_088",False,1
ENT_V2_000138,LSYN_0018,A,"V2_ZID_111,V2_ZID_113,V2_ZID_077,V2_ZID_014,V2_ZID_118,V2_ZID_038,V2_ZID_063,V2_ZID_119",True,3
ENT_V2_000139,LSYN_0018,A,"V2_ZID_026,V2_ZID_063,V2_ZID_008,V2_ZID_041",False,1
ENT_V2_000140,LSYN_0018,A,"V2_ZID_063,V2_ZID_101,V2_ZID_008,V2_ZID_026",False,6
ENT_V2_000141,LSYN_0018,A,"V2_ZID_063,V2_ZID_008,V2_ZID_026,V2_ZID_020",False,1
ENT_V2_000142,LSYN_0018,A,"V2_ZID_063,V2_ZID_008,V2_ZID_026,V2_ZID_040",False,2
ENT_V2_000143,LSYN_0018,A,"V2_ZID_026,V2_ZID_008,V2_ZID_063,V2_ZID_089",False,2
ENT_V2_000144,LSYN_0018,A,"V2_ZID_041,V2_ZID_016,V2_ZID_060,V2_ZID_117",True,2
ENT_V2_000145,LSYN_0019,A,"V2_ZID_019,V2_ZID_050,V2_ZID_081,V2_ZID_096",False,1
ENT_V2_000146,LSYN_0019,A,"V2_ZID_096,V2_ZID_019,V2_ZID_051,V2_ZID_081",False,1
ENT_V2_000147,LSYN_0019,A,"V2_ZID_068,V2_ZID_045,V2_ZID_052,V2_ZID_008,V2_ZID_059",True,2
ENT_V2_000148,LSYN_0019,A,"V2_ZID_098,V2_ZID_019,V2_ZID_081,V2_ZID_096",False,1
ENT_V2_000149,LSYN_0019,A,"V2_ZID_100,V2_ZID_081,V2_ZID_019,V2_ZID_096",False,1
ENT_V2_000150,LSYN_0019,A,"V2_ZID_056,V2_ZID_025,V2_ZID_113,V2_ZID_093",True,6
ENT_V2_000151,LSYN_0019,A,"V2_ZID_096,V2_ZID_019,V2_ZID_081,V2_ZID_047",False,1
ENT_V2_000152,LSYN_0019,A,"V2_ZID_010,V2_ZID_006,V2_ZID_025,V2_ZID_118,V2_ZID_081,V2_ZID_120,V2_ZID_004",True,1
ENT_V2_000153,LSYN_0020,A,"V2_ZID_011,V2_ZID_035,V2_ZID_069,V2_ZID_115",True,1
ENT_V2_000154,LSYN_0020,A,"V2_ZID_104,V2_ZID_021,V2_ZID_046,V2_ZID_001,V2_ZID_014",False,2
ENT_V2_000155,LSYN_0020,A,"V2_ZID_021,V2_ZID_014,V2_ZID_001,V2_ZID_046,V2_ZID_009",False,1
ENT_V2_000156,LSYN_0020,A,"V2_ZID_103,V2_ZID_046,V2_ZID_001,V2_ZID_021",False,2
ENT_V2_000157,LSYN_0020,A,"V2_ZID_014,V2_ZID_002,V2_ZID_001",False,1
ENT_V2_000158,LSYN_0020,A,"V2_ZID_014,V2_ZID_021,V2_ZID_046,V2_ZID_020,V2_ZID_001",False,6
ENT_V2_000159,LSYN_0020,A,"V2_ZID_046,V2_ZID_001,V2_ZID_118,V2_ZID_014,V2_ZID_021",False,1
ENT_V2_000160,LSYN_0020,A,"V2_ZID_037,V2_ZID_046,V2_ZID_021,V2_ZID_014,V2_ZID_001",False,3
ENT_V2_000161,LSYN_0021,A,"V2_ZID_109,V2_ZID_066,V2_ZID_027,V2_ZID_060",False,2
ENT_V2_000162,LSYN_0021,A,"V2_ZID_027,V2_ZID_040,V2_ZID_066,V2_ZID_060",False,3
ENT_V2_000163,LSYN_0021,A,"V2_ZID_027,V2_ZID_066,V2_ZID_060,V2_ZID_087",False,1
ENT_V2_000164,LSYN_0021,A,"V2_ZID_060,V2_ZID_053,V2_ZID_027,V2_ZID_066",False,1
ENT_V2_000165,LSYN_0021,A,"V2_ZID_074,V2_ZID_056,V2_ZID_022,V2_ZID_104,V2_ZID_024",True,1
ENT_V2_000166,LSYN_0021,A,"V2_ZID_066,V2_ZID_060,V2_ZID_043,V2_ZID_027",False,3
ENT_V2_000167,LSYN_0021,A,"V2_ZID_027,V2_ZID_003,V2_ZID_060,V2_ZID_066",False,1
ENT_V2_000168,LSYN_0021,A,"V2_ZID_081,V2_ZID_060,V2_ZID_027",False,6
ENT_V2_000169,LSYN_0022,A,"V2_ZID_120,V2_ZID_109,V2_ZID_009,V2_ZID_060",False,1
ENT_V2_000170,LSYN_0022,A,"V2_ZID_116,V2_ZID_109,V2_ZID_009,V2_ZID_060",False,1
ENT_V2_000171,LSYN_0022,A,"V2_ZID_060,V2_ZID_109,V2_ZID_028,V2_ZID_009",False,1
ENT_V2_000172,LSYN_0022,A,"V2_ZID_009,V2_ZID_009,V2_ZID_060,V2_ZID_109",False,1
ENT_V2_000173,LSYN_0022,A,"V2_ZID_066,V2_ZID_060,V2_ZID_009,V2_ZID_109",False,4
ENT_V2_000174,LSYN_0022,A,"V2_ZID_009,V2_ZID_109,V2_ZID_063,V2_ZID_060",False,1
ENT_V2_000175,LSYN_0022,A,"V2_ZID_022,V2_ZID_044,V2_ZID_050,V2_ZID_042,V2_ZID_064,V2_ZID_073",True,2
ENT_V2_000176,LSYN_0022,A,"V2_ZID_060,V2_ZID_109,V2_ZID_009,V2_ZID_028",False,1
ENT_V2_000177,LSYN_0023,A,"V2_ZID_110,V2_ZID_010,V2_ZID_041",False,3
ENT_V2_000178,LSYN_0023,A,"V2_ZID_035,V2_ZID_110,V2_ZID_041",False,6
ENT_V2_000179,LSYN_0023,A,"V2_ZID_001,V2_ZID_010,V2_ZID_110",False,1
ENT_V2_000180,LSYN_0023,A,"V2_ZID_100,V2_ZID_010,V2_ZID_041,V2_ZID_110,V2_ZID_001",False,1
ENT_V2_000181,LSYN_0023,A,"V2_ZID_110,V2_ZID_037,V2_ZID_001,V2_ZID_041,V2_ZID_010",False,1
ENT_V2_000182,LSYN_0023,A,"V2_ZID_001,V2_ZID_086,V2_ZID_041,V2_ZID_110,V2_ZID_010",False,2
ENT_V2_000183,LSYN_0023,A,"V2_ZID_041,V2_ZID_108,V2_ZID_001,V2_ZID_110",False,2
ENT_V2_000184,LSYN_0023,A,"V2_ZID_001,V2_ZID_010,V2_ZID_110,V2_ZID_030",False,3
ENT_V2_000185,LSYN_0024,A,"V2_ZID_035,V2_ZID_060,V2_ZID_039,V2_ZID_066",False,1
ENT_V2_000186,LSYN_0024,A,"V2_ZID_046,V2_ZID_039,V2_ZID_035,V2_ZID_060",False,1
ENT_V2_000187,LSYN_0024,A,"V2_ZID_099,V2_ZID_035,V2_ZID_060,V2_ZID_039",False,1
ENT_V2_000188,LSYN_0024,A,"V2_ZID_039,V2_ZID_060,V2_ZID_028,V2_ZID_035",False,1
ENT_V2_000189,LSYN_0024,A,"V2_ZID_083,V2_ZID_080,V2_ZID_070,V2_ZID_085,V2_ZID_016,V2_ZID_040,V2_ZID_027",True,6
ENT_V2_000190,LSYN_0024,A,"V2_ZID_087,V2_ZID_039,V2_ZID_035,V2_ZID_060",False,6
ENT_V2_000191,LSYN_0024,A,"V2_ZID_035,V2_ZID_060,V2_ZID_030,V2_ZID_039",False,1
ENT_V2_000192,LSYN_0024,A,"V2_ZID_094,V2_ZID_060,V2_ZID_039",False,2
ENT_V2_000193,LSYN_0025,A,"V2_ZID_036,V2_ZID_089,V2_ZID_090,V2_ZID_010",False,1
ENT_V2_000194,LSYN_0025,A,"V2_ZID_106,V2_ZID_071,V2_ZID_003,V2_ZID_104,V2_ZID_021,V2_ZID_087",True,4
ENT_V2_000195,LSYN_0025,A,"V2_ZID_090,V2_ZID_064,V2_ZID_036,V2_ZID_089",False,6
ENT_V2_000196,LSYN_0025,A,"V2_ZID_036,V2_ZID_090,V2_ZID_038,V2_ZID_089",False,1
ENT_V2_000197,LSYN_0025,A,"V2_ZID_089,V2_ZID_036,V2_ZID_025,V2_ZID_090",False,1
ENT_V2_000198,LSYN_0025,A,"V2_ZID_034,V2_ZID_067,V2_ZID_115,V2_ZID_120,V2_ZID_026,V2_ZID_053,V2_ZID_082",True,6
ENT_V2_000199,LSYN_0025,A,"V2_ZID_090,V2_ZID_005,V2_ZID_089,V2_ZID_036",False,1
ENT_V2_000200,LSYN_0025,A,"V2_ZID_046,V2_ZID_090,V2_ZID_089,V2_ZID_036",False,6
ENT_V2_000201,LSYN_0026,A,"V2_ZID_099,V2_ZID_094,V2_ZID_036,V2_ZID_016",False,2
ENT_V2_000202,LSYN_0026,A,"V2_ZID_094,V2_ZID_036,V2_ZID_099,V2_ZID_016",False,3
ENT_V2_000203,LSYN_0026,A,"V2_ZID_099,V2_ZID_036,V2_ZID_016,V2_ZID_099,V2_ZID_094",False,1
ENT_V2_000204,LSYN_0026,A,"V2_ZID_099,V2_ZID_094,V2_ZID_111,V2_ZID_036,V2_ZID_016",False,1
ENT_V2_000205,LSYN_0026,A,"V2_ZID_016,V2_ZID_099,V2_ZID_120,V2_ZID_036",False,1
ENT_V2_000206,LSYN_0026,A,"V2_ZID_016,V2_ZID_099,V2_ZID_094",False,6
ENT_V2_000207,LSYN_0026,A,"V2_ZID_047,V2_ZID_089,V2_ZID_020,V2_ZID_004,V2_ZID_104",True,6
ENT_V2_000208,LSYN_0026,A,"V2_ZID_046,V2_ZID_099,V2_ZID_036,V2_ZID_016,V2_ZID_094",False,1
ENT_V2_000209,LSYN_0027,A,"V2_ZID_100,V2_ZID_108,V2_ZID_070,V2_ZID_075",False,2
ENT_V2_000210,LSYN_0027,A,"V2_ZID_058,V2_ZID_009,V2_ZID_040,V2_ZID_106",True,5
ENT_V2_000211,LSYN_0027,A,"V2_ZID_020,V2_ZID_052,V2_ZID_092,V2_ZID_044,V2_ZID_033",True,1
ENT_V2_000212,LSYN_0027,A,"V2_ZID_103,V2_ZID_035,V2_ZID_027,V2_ZID_001,V2_ZID_102,V2_ZID_044,V2_ZID_109,V2_ZID_104",True,1
ENT_V2_000213,LSYN_0027,A,"V2_ZID_108,V2_ZID_017,V2_ZID_100",False,2
ENT_V2_000214,LSYN_0027,A,"V2_ZID_037,V2_ZID_108,V2_ZID_100,V2_ZID_070",False,2
