cashout_id,complaint_id,final_account,zone_id,zone_name,district,state,location_id,lat,lng,amount_cashed_out,amount_frozen,amount_recovered,status,event_timestamp,available_timestamp
CSH_V2CMP_0000011,V2CMP_0000011,ACCV2_0012183,V2_ZID_010,Kanpur Civil Lines,Kanpur Nagar,Uttar Pradesh,ATM_V2_ZID_010_059,26.376872,80.337137,461932.75,0.0,0.0,COMPLETED,2026-01-04T13:13:58.841967,2026-01-04T13:18:58.841967
CSH_V2CMP_0000012,V2CMP_0000012,ACCV2_0000604,V2_ZID_013,Agra Sanjay Place,Agra,Uttar Pradesh,ATM_V2_ZID_013_030,27.202028,77.940377,9186.13,0.0,0.0,COMPLETED,2026-01-30T20:36:27.725766,2026-01-30T20:41:27.725766
CSH_V2CMP_0000013,V2CMP_0000013,ACCV2_0009462,V2_ZID_080,Jalgaon / Dhule,Jalgaon,Maharashtra,ATM_V2_ZID_080_023,21.079763,75.554909,8893.67,0.0,0.0,COMPLETED,2026-01-12T11:40:12.941309,2026-01-12T12:03:12.941309
CSH_V2CMP_0000014,V2CMP_0000014,ACCV2_0035216,V2_ZID_115,Udupi,Udupi,Karnataka,ATM_V2_ZID_115_072,13.405779,74.782123,85798.92,0.0,0.0,COMPLETED,2026-01-28T14:54:35.157097,2026-01-28T15:10:35.157097
CSH_V2CMP_0000015,V2CMP_0000015,ACCV2_0012587,V2_ZID_053,Udaipur / Bhilwara,Udaipur,Rajasthan,ATM_V2_ZID_053_026,24.614319,73.743324,5448.94,0.0,0.0,COMPLETED,2026-01-20T15:43:18.954584,2026-01-20T16:07:18.954584
CSH_V2CMP_0000016,V2CMP_0000016,ACCV2_0025504,V2_ZID_018,Meerut Sadar Bazar,Meerut,Uttar Pradesh,ATM_V2_ZID_018_007,28.929671,77.774264,4986.13,0.0,0.0,COMPLETED,2026-01-14T08:06:26.426717,2026-01-14T08:33:26.426717
CSH_V2CMP_0000017,V2CMP_0000017,ACCV2_0021809,V2_ZID_005,Mewat / Nuh,Nuh,Haryana,ATM_V2_ZID_005_001,27.954095,77.058558,537261.03,0.0,0.0,COMPLETED,2026-01-24T09:46:00.184617,2026-01-24T10:02:00.184617
CSH_V2CMP_0000018,V2CMP_0000018,ACCV2_0034270,V2_ZID_073,Bhopal MP Nagar,Bhopal,Madhya Pradesh,ATM_V2_ZID_073_035,23.330548,77.425612,3108.31,0.0,0.0,COMPLETED,2026-01-20T08:39:54.018740,2026-01-20T09:07:54.018740
CSH_V2CMP_0000019,V2CMP_0000019,ACCV2_0024934,V2_ZID_032,Mysuru Lashkar Mohalla,Mysuru,Karnataka,ATM_V2_ZID_032_066,12.271509,76.611811,4080.56,0.0,0.0,COMPLETED,2026-01-29T10:42:46.254793,2026-01-29T11:08:46.254793
CSH_V2CMP_0000020,V2CMP_0000020,ACCV2_0037726,V2_ZID_081,Ujjain Nanakheda,Ujjain,Madhya Pradesh,ATM_V2_ZID_081_017,23.154105,75.77482,5468.41,0.0,0.0,COMPLETED,2026-01-24T10:18:21.147425,2026-01-24T10:47:21.147425
CSH_V2CMP_0000021,V2CMP_0000021,ACCV2_0042480,V2_ZID_038,Kurnool / Anantapur,Kurnool,Andhra Pradesh,ATM_V2_ZID_038_058,15.773882,78.070673,7130.52,0.0,0.0,COMPLETED,2026-01-26T17:39:45.926388,2026-01-26T17:55:45.926388
CSH_V2CMP_0000022,V2CMP_0000022,ACCV2_0018018,V2_ZID_041,Mumbai Thane,Thane,Maharashtra,ATM_V2_ZID_041_028,19.233065,72.995547,67000.65,0.0,0.0,COMPLETED,2026-01-16T14:28:55.416627,2026-01-16T14:40:55.416627
CSH_V2CMP_0000023,V2CMP_0000023,ACCV2_0000371,V2_ZID_001,Central Delhi ATM Cluster,Central Delhi,Delhi,ATM_V2_ZID_001_047,28.556986,77.244629,23882.33,0.0,0.0,COMPLETED,2026-01-24T21:27:23.211848,2026-01-24T21:43:23.211848
CSH_V2CMP_0000024,V2CMP_0000024,ACCV2_0031628,,,,,,,,,0.0,0.0,CENSORED,2026-01-21T16:08:51.832266,2026-01-21T16:36:51.832266
CSH_V2CMP_0000025,V2CMP_0000025,ACCV2_0031585,V2_ZID_002,South Delhi / Saket,South Delhi,Delhi,ATM_V2_ZID_002_026,28.453444,77.180122,149043.83,0.0,0.0,COMPLETED,2026-01-08T19:43:24.276455,2026-01-08T19:54:24.276455
CSH_V2CMP_0000026,V2CMP_0000026,ACCV2_0031293,V2_ZID_019,Bengaluru MG Road,Bengaluru Urban,Karnataka,ATM_V2_ZID_019_072,12.988088,77.534516,13944.63,0.0,0.0,COMPLETED,2026-01-22T10:24:56.850892,2026-01-22T10:38:56.850892
CSH_V2CMP_0000027,V2CMP_0000027,ACCV2_0001235,V2_ZID_058,Kolkata Esplanade,Kolkata,West Bengal,ATM_V2_ZID_058_069,22.588994,88.374554,2525.87,3001.26,0.0,PARTIAL_FREEZE,2026-01-29T20:37:28.112062,2026-01-29T20:56:28.112062
CSH_V2CMP_0000028,V2CMP_0000028,ACCV2_0024842,V2_ZID_052,Kota City,Kota,Rajasthan,ATM_V2_ZID_052_002,25.202949,75.875065,0.0,4820.54,0.0,FROZEN,2026-01-15T15:40:59.402607,2026-01-15T15:45:59.402607
CSH_V2CMP_0000029,V2CMP_0000029,ACCV2_0015481,V2_ZID_063,Jamtara,Jamtara,Jharkhand,ATM_V2_ZID_063_080,24.029396,86.846173,46850.08,0.0,0.0,COMPLETED,2026-01-24T11:10:11.067459,2026-01-24T11:39:11.067459
CSH_V2CMP_0000030,V2CMP_0000030,ACCV2_0025654,V2_ZID_024,Chennai OMR IT Corridor,Chennai,Tamil Nadu,ATM_V2_ZID_024_056,12.980046,80.253656,386347.02,0.0,0.0,COMPLETED,2026-01-31T01:55:24.335346,2026-01-31T02:11:24.335346
CSH_V2CMP_0000031,V2CMP_0000031,ACCV2_0009517,V2_ZID_014,Chandigarh Sector 17,Chandigarh,Chandigarh,ATM_V2_ZID_014_077,30.710589,76.773601,0.0,1427.12,0.0,FROZEN,2026-01-09T03:15:55.040671,2026-01-09T03:23:55.040671
CSH_V2CMP_0000032,V2CMP_0000032,ACCV2_0026153,V2_ZID_045,Aurangabad MIDC,Aurangabad (Chh.Sambhajinagar),Maharashtra,ATM_V2_ZID_045_043,19.941667,75.35391,38009.94,0.0,0.0,COMPLETED,2026-01-17T11:56:52.991348,2026-01-17T12:16:52.991348
CSH_V2CMP_0000033,V2CMP_0000033,VICT_0043119,V2_ZID_011,Varanasi Sigra,Varanasi,Uttar Pradesh,ATM_V2_ZID_011_068,25.361451,82.990096,2620.87,0.0,0.0,COMPLETED,2026-01-12T13:42:46.135692,2026-01-12T13:52:46.135692
CSH_V2CMP_0000034,V2CMP_0000034,ACCV2_0027362,V2_ZID_050,Jaipur C-Scheme / Malviya Nagar,Jaipur,Rajasthan,ATM_V2_ZID_050_047,26.962047,75.718276,13571.94,0.0,0.0,COMPLETED,2026-01-03T20:30:51.825938,2026-01-03T20:37:51.825938
CSH_V2CMP_0000035,V2CMP_0000035,ACCV2_0006641,V2_ZID_048,Vadodara Alkapuri,Vadodara,Gujarat,ATM_V2_ZID_048_058,22.260262,73.225794,14266.91,0.0,0.0,COMPLETED,2026-01-29T02:20:57.872828,2026-01-29T02:44:57.872828
CSH_V2CMP_0000036,V2CMP_0000036,ACCV2_0032791,V2_ZID_105,Shimla Lower Bazaar,Shimla,Himachal Pradesh,ATM_V2_ZID_105_059,31.084271,77.131154,44361.04,0.0,0.0,COMPLETED,2026-01-28T14:10:03.902040,2026-01-28T14:37:03.902040
CSH_V2CMP_0000037,V2CMP_0000037,ACCV2_0041849,V2_ZID_063,Jamtara,Jamtara,Jharkhand,ATM_V2_ZID_063_037,24.016507,86.844728,271185.93,0.0,0.0,COMPLETED,2026-01-01T08:45:09.427499,2026-01-01T09:02:09.427499
CSH_V2CMP_0000038,V2CMP_0000038,ACCV2_0010216,V2_ZID_036,Bengaluru Electronic City,Bengaluru Urban,Karnataka,ATM_V2_ZID_036_055,12.830251,77.723672,52362.4,0.0,52362.4,REVERSED,2026-01-10T18:31:16.094728,2026-01-10T18:43:16.094728
CSH_V2CMP_0000039,V2CMP_0000039,ACCV2_0042905,V2_ZID_075,Jabalpur Napier Town,Jabalpur,Madhya Pradesh,ATM_V2_ZID_075_037,23.241156,79.957837,10299.19,0.0,0.0,COMPLETED,2026-01-09T20:01:46.792068,2026-01-09T20:06:46.792068
CSH_V2CMP_0000040,V2CMP_0000040,ACCV2_0000270,V2_ZID_087,Guwahati Zoo Road,Kamrup Metro,Assam,ATM_V2_ZID_087_018,26.194085,91.680651,2633027.99,0.0,0.0,COMPLETED,2026-01-04T17:49:43.802521,2026-01-04T18:09:43.802521
CSH_V2CMP_0000041,V2CMP_0000041,ACCV2_0016017,V2_ZID_067,Bhubaneswar Jaydev Vihar,Khordha,Odisha,ATM_V2_ZID_067_045,20.324192,85.796347,53504.34,0.0,0.0,COMPLETED,2026-01-15T20:57:44.220991,2026-01-15T21:11:44.220991
CSH_V2CMP_0000042,V2CMP_0000042,ACCV2_0011782,V2_ZID_119,Puri / Konark,Puri,Odisha,ATM_V2_ZID_119_077,19.812525,85.788636,77684.01,0.0,0.0,COMPLETED,2026-01-11T21:20:12.440883,2026-01-11T21:27:12.440883
CSH_V2CMP_0000043,V2CMP_0000043,ACCV2_0011170,V2_ZID_004,Noida Sector 18,Gautam Buddha Nagar,Uttar Pradesh,ATM_V2_ZID_004_001,28.548378,77.349663,0.0,170101.95,0.0,FROZEN,2026-01-06T15:36:15.036066,2026-01-06T15:45:15.036066
CSH_V2CMP_0000044,V2CMP_0000044,ACCV2_0032279,V2_ZID_045,Aurangabad MIDC,Aurangabad (Chh.Sambhajinagar),Maharashtra,ATM_V2_ZID_045_051,19.879019,75.374917,300856.58,0.0,0.0,COMPLETED,2026-01-21T13:44:56.750025,2026-01-21T14:06:56.750025
CSH_V2CMP_0000045,V2CMP_0000045,ACCV2_0009801,V2_ZID_120,Srikakulam / Ichapur,Srikakulam,Andhra Pradesh,ATM_V2_ZID_120_045,18.246805,83.837472,8322.43,0.0,0.0,COMPLETED,2026-01-30T12:53:32.599978,2026-01-30T13:10:32.599978
CSH_V2CMP_0000046,V2CMP_0000046,ACCV2_0025600,V2_ZID_057,Kolkata Salt Lake,North 24 Parganas,West Bengal,ATM_V2_ZID_057_059,22.587751,88.439225,326265.79,0.0,0.0,COMPLETED,2026-01-31T19:55:06.210919,2026-01-31T20:16:06.210919
CSH_V2CMP_0000047,V2CMP_0000047,ACCV2_0022105,V2_ZID_071,Asansol Burnpur,Paschim Bardhaman,West Bengal,ATM_V2_ZID_071_064,23.642834,87.010274,15797.51,0.0,0.0,COMPLETED,2026-01-12T11:23:16.046008,2026-01-12T11:35:16.046008
CSH_V2CMP_0000048,V2CMP_0000048,ACCV2_0012851,V2_ZID_022,Hyderabad Old City / Charminar,Hyderabad,Telangana,ATM_V2_ZID_022_010,17.412612,78.441177,130555.08,0.0,0.0,COMPLETED,2026-01-11T19:38:06.158533,2026-01-11T19:47:06.158533
CSH_V2CMP_0000049,V2CMP_0000049,ACCV2_0018576,V2_ZID_089,Silchar Rangirkhari,Cachar,Assam,ATM_V2_ZID_089_032,24.800856,92.768555,391096.86,0.0,0.0,COMPLETED,2026-01-01T19:00:07.452052,2026-01-01T19:20:07.452052
CSH_V2CMP_0000050,V2CMP_0000050,ACCV2_0000632,V2_ZID_019,Bengaluru MG Road,Bengaluru Urban,Karnataka,ATM_V2_ZID_019_004,13.028801,77.550731,0.0,201250.58,0.0,FROZEN,2026-01-01T14:55:07.110293,2026-01-01T15:20:07.110293
CSH_V2CMP_0000051,V2CMP_0000051,ACCV2_0015594,V2_ZID_043,Nashik CB Stand,Nashik,Maharashtra,ATM_V2_ZID_043_004,20.043581,73.865741,4263.81,0.0,0.0,COMPLETED,2026-01-20T20:26:44.273134,2026-01-20T20:51:44.273134
CSH_V2CMP_0000052,V2CMP_0000052,ACCV2_0036338,V2_ZID_061,Gaya / Bodh Gaya,Gaya,Bihar,ATM_V2_ZID_061_057,24.749867,85.059005,80405.82,0.0,0.0,COMPLETED,2026-01-15T02:52:50.942693,2026-01-15T03:15:50.942693
CSH_V2CMP_0000053,V2CMP_0000053,ACCV2_0018754,V2_ZID_003,Gurugram Sector 29 Cluster,Gurugram,Haryana,ATM_V2_ZID_003_072,28.410096,77.093389,21358.07,0.0,0.0,COMPLETED,2026-01-08T08:49:09.172122,2026-01-08T09:11:09.172122
CSH_V2CMP_0000054,V2CMP_0000054,ACCV2_0031534,V2_ZID_109,Mangaluru Hampankatta,Dakshina Kannada,Karnataka,ATM_V2_ZID_109_064,12.854622,74.905259,59893.87,0.0,0.0,COMPLETED,2026-01-07T19:12:18.109217,2026-01-07T19:24:18.109217
CSH_V2CMP_0000055,V2CMP_0000055,ACCV2_0037926,V2_ZID_095,Kohima,Kohima,Nagaland,ATM_V2_ZID_095_059,25.692384,94.150565,250083.02,0.0,0.0,COMPLETED,2026-01-10T20:34:05.172280,2026-01-10T20:52:05.172280
CSH_V2CMP_0000056,V2CMP_0000056,VICT_0043142,V2_ZID_043,Nashik CB Stand,Nashik,Maharashtra,ATM_V2_ZID_043_075,20.033502,73.795175,5232.08,0.0,0.0,COMPLETED,2026-01-27T11:08:53.616498,2026-01-27T11:19:53.616498
CSH_V2CMP_0000057,V2CMP_0000057,ACCV2_0010759,V2_ZID_025,Coimbatore RS Puram,Coimbatore,Tamil Nadu,ATM_V2_ZID_025_021,11.044421,76.986756,38135.48,0.0,0.0,COMPLETED,2026-01-25T14:29:04.877279,2026-01-25T14:53:04.877279
CSH_V2CMP_0000058,V2CMP_0000058,ACCV2_0012757,V2_ZID_073,Bhopal MP Nagar,Bhopal,Madhya Pradesh,ATM_V2_ZID_073_001,23.283013,77.408561,0.0,43069.53,0.0,FROZEN,2026-01-01T06:30:45.782102,2026-01-01T06:36:45.782102
CSH_V2CMP_0000059,V2CMP_0000059,ACCV2_0000700,,,,,,,,,0.0,0.0,CENSORED,2026-01-12T11:15:44.667094,2026-01-12T11:45:44.667094
CSH_V2CMP_0000060,V2CMP_0000060,VICT_0043146,V2_ZID_015,Panipat / Karnal,Panipat,Haryana,ATM_V2_ZID_015_070,29.339167,76.986949,30941.55,0.0,0.0,COMPLETED,2026-01-09T08:02:11.108731,2026-01-09T08:28:11.108731
CSH_V2CMP_0000061,V2CMP_0000061,ACCV2_0027018,V2_ZID_005,Mewat / Nuh,Nuh,Haryana,ATM_V2_ZID_005_006,27.952931,77.106246,0.0,4007.4,0.0,FROZEN,2026-01-07T21:18:13.170009,2026-01-07T21:25:13.170009
CSH_V2CMP_0000062,V2CMP_0000062,ACCV2_0040337,V2_ZID_019,Bengaluru MG Road,Bengaluru Urban,Karnataka,ATM_V2_ZID_019_051,13.050835,77.636985,52523.88,0.0,0.0,COMPLETED,2026-01-30T15:08:06.596115,2026-01-30T15:37:06.596115
CSH_V2CMP_0000063,V2CMP_0000063,ACCV2_0040576,,,,,,,,,0.0,0.0,CENSORED,2026-01-10T12:16:01.354772,2026-01-10T12:21:01.354772
CSH_V2CMP_0000064,V2CMP_0000064,ACCV2_0000043,V2_ZID_066,Dhanbad,Dhanbad,Jharkhand,ATM_V2_ZID_066_012,23.736031,86.445416,28855.72,0.0,0.0,COMPLETED,2026-01-11T03:22:36.186406,2026-01-11T03:29:36.186406
CSH_V2CMP_0000065,V2CMP_0000065,ACCV2_0000387,V2_ZID_060,Muzaffarpur,Muzaffarpur,Bihar,ATM_V2_ZID_060_037,26.061022,85.442624,31265.41,0.0,0.0,COMPLETED,2026-01-15T22:06:39.920840,2026-01-15T22:31:39.920840
CSH_V2CMP_0000066,V2CMP_0000066,ACCV2_0019860,V2_ZID_114,Palakkad / Malappuram,Palakkad,Kerala,ATM_V2_ZID_114_006,10.725489,76.651199,1580.81,0.0,1580.81,REVERSED,2026-01-02T19:36:47.259339,2026-01-02T20:05:47.259339
CSH_V2CMP_0000067,V2CMP_0000067,ACCV2_0000700,V2_ZID_044,Nagpur Dharampeth,Nagpur,Maharashtra,ATM_V2_ZID_044_014,21.16994,79.023083,184534.7,0.0,0.0,COMPLETED,2026-01-09T07:21:52.516181,2026-01-09T07:34:52.516181
CSH_V2CMP_0000068,V2CMP_0000068,ACCV2_0001205,V2_ZID_023,Chennai T Nagar,Chennai,Tamil Nadu,ATM_V2_ZID_023_042,13.079378,80.225797,199219.62,0.0,0.0,COMPLETED,2026-01-19T11:21:40.422265,2026-01-19T11:49:40.422265
CSH_V2CMP_0000069,V2CMP_0000069,ACCV2_0021234,V2_ZID_007,Ghaziabad Vaishali,Ghaziabad,Uttar Pradesh,ATM_V2_ZID_007_054,28.670329,77.428982,7934.05,0.0,0.0,COMPLETED,2026-01-01T07:47:02.826596,2026-01-01T08:13:02.826596
CSH_V2CMP_0000070,V2CMP_0000070,ACCV2_0009181,V2_ZID_048,Vadodara Alkapuri,Vadodara,Gujarat,ATM_V2_ZID_048_042,22.387241,73.215704,8409.14,0.0,0.0,COMPLETED,2026-01-16T19:13:23.580276,2026-01-16T19:30:23.580276
CSH_V2CMP_0000071,V2CMP_0000071,ACCV2_0014463,V2_ZID_041,Mumbai Thane,Thane,Maharashtra,ATM_V2_ZID_041_064,19.217889,73.014599,81125.85,0.0,0.0,COMPLETED,2026-01-08T13:51:22.884051,2026-01-08T14:13:22.884051
CSH_V2CMP_0000072,V2CMP_0000072,ACCV2_0036429,V2_ZID_039,Mumbai Lower Parel / BKC,Mumbai City,Maharashtra,ATM_V2_ZID_039_051,18.979876,72.857224,52988.24,0.0,0.0,COMPLETED,2026-01-19T11:19:27.400281,2026-01-19T11:32:27.400281
CSH_V2CMP_0000073,V2CMP_0000073,ACCV2_0000316,V2_ZID_031,Visakhapatnam Steel Plant Area,Visakhapatnam,Andhra Pradesh,ATM_V2_ZID_031_033,17.731515,83.255314,684.9,0.0,0.0,COMPLETED,2026-01-01T17:11:21.983151,2026-01-01T17:32:21.983151
CSH_V2CMP_0000074,V2CMP_0000074,ACCV2_0001667,V2_ZID_048,Vadodara Alkapuri,Vadodara,Gujarat,ATM_V2_ZID_048_063,22.243815,73.141565,4464.25,0.0,0.0,COMPLETED,2026-01-18T17:08:58.157810,2026-01-18T17:19:58.157810
CSH_V2CMP_0000075,V2CMP_0000075,ACCV2_0020184,V2_ZID_052,Kota City,Kota,Rajasthan,ATM_V2_ZID_052_062,25.195533,75.850004,0.0,728.95,0.0,FROZEN,2026-01-20T16:13:20.944692,2026-01-20T16:31:20.944692
CSH_V2CMP_0000076,V2CMP_0000076,ACCV2_0041768,V2_ZID_111,Ratnagiri / Chiplun,Ratnagiri,Maharashtra,ATM_V2_ZID_111_057,17.035939,73.291433,6759.31,0.0,0.0,COMPLETED,2026-01-11T10:52:27.893519,2026-01-11T11:10:27.893519
CSH_V2CMP_0000077,V2CMP_0000077,ACCV2_0032499,V2_ZID_071,Asansol Burnpur,Paschim Bardhaman,West Bengal,ATM_V2_ZID_071_015,23.669919,86.890448,23635.13,0.0,0.0,COMPLETED,2026-01-05T21:06:42.170287,2026-01-05T21:12:42.170287
CSH_V2CMP_0000078,V2CMP_0000078,ACCV2_0020183,V2_ZID_036,Bengaluru Electronic City,Bengaluru Urban,Karnataka,ATM_V2_ZID_036_075,12.769764,77.689298,564905.04,387760.26,0.0,PARTIAL_FREEZE,2026-01-21T14:17:10.954163,2026-01-21T14:44:10.954163
CSH_V2CMP_0000079,V2CMP_0000079,ACCV2_0006776,V2_ZID_021,Hyderabad Hitech City,Hyderabad,Telangana,ATM_V2_ZID_021_032,17.498872,78.427375,79034.38,0.0,0.0,COMPLETED,2026-01-21T20:07:21.795797,2026-01-21T20:34:21.795797
CSH_V2CMP_0000080,V2CMP_0000080,ACCV2_0010453,V2_ZID_073,Bhopal MP Nagar,Bhopal,Madhya Pradesh,ATM_V2_ZID_073_057,23.229329,77.440745,239144.42,0.0,0.0,COMPLETED,2026-01-30T12:36:48.173783,2026-01-30T12:47:48.173783
CSH_V2CMP_0000081,V2CMP_0000081,ACCV2_0028445,V2_ZID_072,Katihar,Katihar,Bihar,ATM_V2_ZID_072_072,25.559941,87.51111,2877.84,0.0,0.0,COMPLETED,2026-01-05T20:24:19.620214,2026-01-05T20:35:19.620214
CSH_V2CMP_0000082,V2CMP_0000082,VICT_0043168,V2_ZID_110,Panaji Fontainhas,North Goa,Goa,ATM_V2_ZID_110_035,15.497203,73.769274,12560.76,0.0,0.0,COMPLETED,2026-01-08T12:37:50.856112,2026-01-08T12:53:50.856112
CSH_V2CMP_0000083,V2CMP_0000083,ACCV2_0008202,V2_ZID_009,Lucknow Hazratganj,Lucknow,Uttar Pradesh,ATM_V2_ZID_009_014,26.814892,81.002579,271141.7,0.0,0.0,COMPLETED,2026-01-20T20:34:42.970641,2026-01-20T20:39:42.970641
CSH_V2CMP_0000084,V2CMP_0000084,ACCV2_0025957,V2_ZID_027,Kochi Marine Drive,Ernakulam,Kerala,ATM_V2_ZID_027_076,9.973678,76.325983,13088.93,0.0,0.0,COMPLETED,2026-01-26T18:22:30.452678,2026-01-26T18:46:30.452678
CSH_V2CMP_0000085,V2CMP_0000085,ACCV2_0034819,V2_ZID_044,Nagpur Dharampeth,Nagpur,Maharashtra,ATM_V2_ZID_044_047,21.079074,79.087914,186797.31,0.0,0.0,COMPLETED,2026-01-28T11:48:57.891672,2026-01-28T12:03:57.891672
CSH_V2CMP_0000086,V2CMP_0000086,ACCV2_0016947,V2_ZID_022,Hyderabad Old City / Charminar,Hyderabad,Telangana,ATM_V2_ZID_022_045,17.350966,78.434603,23336.23,0.0,0.0,COMPLETED,2026-01-30T09:46:28.169404,2026-01-30T10:15:28.169404
CSH_V2CMP_0000087,V2CMP_0000087,ACCV2_0013462,V2_ZID_108,Jammu Bakshi Nagar,Jammu,Jammu & Kashmir,ATM_V2_ZID_108_012,32.714079,74.92403,94985.21,0.0,0.0,COMPLETED,2026-01-30T18:38:46.552833,2026-01-30T18:43:46.552833
CSH_V2CMP_0000088,V2CMP_0000088,ACCV2_0007542,V2_ZID_059,Patna Boring Road,Patna,Bihar,ATM_V2_ZID_059_026,25.687311,85.082035,155303.93,0.0,0.0,COMPLETED,2026-01-19T22:19:07.276098,2026-01-19T22:42:07.276098
CSH_V2CMP_0000089,V2CMP_0000089,ACCV2_0018361,V2_ZID_026,Madurai,Madurai,Tamil Nadu,ATM_V2_ZID_026_046,9.92741,78.143937,7814.16,0.0,0.0,COMPLETED,2026-01-02T22:26:51.780806,2026-01-02T22:36:51.780806
CSH_V2CMP_0000090,V2CMP_0000090,ACCV2_0009724,V2_ZID_096,Aizawl Zarkawt,Aizawl,Mizoram,ATM_V2_ZID_096_022,23.702869,92.650744,28859.03,0.0,28859.03,REVERSED,2026-01-15T10:10:29.817662,2026-01-15T10:25:29.817662
CSH_V2CMP_0000091,V2CMP_0000091,ACCV2_0037617,V2_ZID_044,Nagpur Dharampeth,Nagpur,Maharashtra,ATM_V2_ZID_044_015,21.130496,79.113659,9659.29,0.0,0.0,COMPLETED,2026-01-22T18:05:56.218552,2026-01-22T18:18:56.218552
CSH_V2CMP_0000092,V2CMP_0000092,ACCV2_0029657,V2_ZID_025,Coimbatore RS Puram,Coimbatore,Tamil Nadu,ATM_V2_ZID_025_058,11.072328,76.965258,12616.22,0.0,0.0,COMPLETED,2026-01-26T12:29:46.638296,2026-01-26T12:47:46.638296
CSH_V2CMP_0000093,V2CMP_0000093,ACCV2_0030342,V2_ZID_103,Hisar,Hisar,Haryana,ATM_V2_ZID_103_064,29.196771,75.787532,2503.93,0.0,0.0,COMPLETED,2026-01-16T08:41:59.058517,2026-01-16T08:47:59.058517
CSH_V2CMP_0000094,V2CMP_0000094,ACCV2_0020713,V2_ZID_112,Kollam,Kollam,Kerala,ATM_V2_ZID_112_005,8.883577,76.560856,64552.24,0.0,0.0,COMPLETED,2026-01-26T03:32:07.213329,2026-01-26T03:43:07.213329
CSH_V2CMP_0000095,V2CMP_0000095,ACCV2_0037548,V2_ZID_007,Ghaziabad Vaishali,Ghaziabad,Uttar Pradesh,ATM_V2_ZID_007_068,28.567363,77.363609,35494.29,0.0,0.0,COMPLETED,2026-01-08T10:02:00.385800,2026-01-08T10:14:00.385800
CSH_V2CMP_0000096,V2CMP_0000096,ACCV2_0010171,V2_ZID_115,Udupi,Udupi,Karnataka,ATM_V2_ZID_115_031,13.264606,74.811956,0.0,143472.89,0.0,FROZEN,2026-01-28T13:51:33.743156,2026-01-28T14:09:33.743156
