hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,hop_timestamp,available_timestamp,cashout_timestamp,prediction_time,cashout_time,remaining_minutes,prev_hop_time,time_since_prev_hop,reg_hit,reg_sightings,reg_reliability,bank_channel_NEFT,bank_channel_UPI
HOP_CMP_202600027_5,CMP_202600027,5,ACC_009876,ACC_009873,26300.94,2025-03-02T12:45:00,2025-03-02T13:25:00,2025-03-02T13:38:00,2025-03-02 13:25:00,2025-03-02 13:38:00,13.0,2025-03-02 13:25:00,0.0,1,364.0,0.5942398518527285,False,False
HOP_CMP_202600050_1,CMP_202600050,1,ACC_024259,ACC_006802,49309.6,2025-03-14T15:25:00,2025-03-14T15:53:00,2025-03-14T16:42:00,2025-03-14 15:53:00,2025-03-14 16:42:00,49.0,,0.0,1,11.0,0.441225645863096,False,False
HOP_CMP_202600050_3,CMP_202600050,3,ACC_006818,ACC_006796,22681.2,2025-03-14T15:58:00,2025-03-14T16:27:00,2025-03-14T16:42:00,2025-03-14 16:27:00,2025-03-14 16:42:00,15.0,2025-03-14 15:53:00,34.0,1,301.0,0.5526759176425076,False,False
HOP_CMP_202600050_2,CMP_202600050,2,ACC_006802,ACC_006818,34178.74,2025-03-14T15:37:00,2025-03-14T16:37:00,2025-03-14T16:42:00,2025-03-14 16:37:00,2025-03-14 16:42:00,5.0,2025-03-14 16:27:00,10.0,1,3.0,0.3197148881866175,True,False
HOP_CMP_202600051_1,CMP_202600051,1,ACC_024260,ACC_000924,54120.54,2025-01-21T11:18:00,2025-01-21T12:55:00,2025-01-21T14:04:00,2025-01-21 12:55:00,2025-01-21 14:04:00,69.0,,0.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202600051_3,CMP_202600051,3,ACC_000783,ACC_000782,20775.24,2025-01-21T12:10:00,2025-01-21T12:58:00,2025-01-21T14:04:00,2025-01-21 12:58:00,2025-01-21 14:04:00,66.0,2025-01-21 12:55:00,3.0,1,202.0,0.5708912070341017,False,False
HOP_CMP_202600051_2,CMP_202600051,2,ACC_000924,ACC_000783,27623.2,2025-01-21T11:39:00,2025-01-21T13:22:00,2025-01-21T14:04:00,2025-01-21 13:22:00,2025-01-21 14:04:00,42.0,2025-01-21 12:58:00,24.0,1,90.0,0.5803709983998623,False,False
HOP_CMP_202600051_5,CMP_202600051,5,ACC_000784,ACC_000791,16055.2,2025-01-21T12:24:00,2025-01-21T13:42:00,2025-01-21T14:04:00,2025-01-21 13:42:00,2025-01-21 14:04:00,22.0,2025-01-21 13:22:00,20.0,1,8.0,0.44249098491777783,False,False
HOP_CMP_202600051_4,CMP_202600051,4,ACC_000782,ACC_000784,16055.2,2025-01-21T12:20:00,2025-01-21T14:02:00,2025-01-21T14:04:00,2025-01-21 14:02:00,2025-01-21 14:04:00,2.0,2025-01-21 13:42:00,20.0,1,44.0,0.5493602274006177,True,False
HOP_CMP_202600053_1,CMP_202600053,1,ACC_024262,ACC_016105,3809.63,2025-03-12T18:53:00,2025-03-12T20:33:00,2025-03-12T21:03:00,2025-03-12 20:33:00,2025-03-12 21:03:00,30.0,,0.0,1,226.0,0.5371654440950951,True,False
HOP_CMP_202600069_1,CMP_202600069,1,ACC_024278,ACC_016465,6257.04,2025-03-13T17:36:00,2025-03-13T18:03:00,2025-03-13T18:20:00,2025-03-13 18:03:00,2025-03-13 18:20:00,17.0,,0.0,1,15.0,0.5354404078746264,False,False
HOP_CMP_202600074_5,CMP_202600074,5,ACC_009250,ACC_009190,4261.52,2025-04-25T18:48:00,2025-04-25T19:10:00,2025-04-25T20:44:00,2025-04-25 19:10:00,2025-04-25 20:44:00,94.0,,0.0,1,250.0,0.7321170411259718,True,False
HOP_CMP_202600074_2,CMP_202600074,2,ACC_009202,ACC_009190,10357.23,2025-04-25T18:30:00,2025-04-25T19:15:00,2025-04-25T20:44:00,2025-04-25 19:15:00,2025-04-25 20:44:00,89.0,2025-04-25 19:10:00,5.0,1,250.0,0.7321170411259718,True,False
HOP_CMP_202600074_3,CMP_202600074,3,ACC_009190,ACC_009190,7040.56,2025-04-25T18:34:00,2025-04-25T19:30:00,2025-04-25T20:44:00,2025-04-25 19:30:00,2025-04-25 20:44:00,74.0,2025-04-25 19:15:00,15.0,1,250.0,0.7321170411259718,False,True
HOP_CMP_202600074_4,CMP_202600074,4,ACC_009190,ACC_009250,6652.14,2025-04-25T18:35:00,2025-04-25T19:34:00,2025-04-25T20:44:00,2025-04-25 19:34:00,2025-04-25 20:44:00,70.0,2025-04-25 19:30:00,4.0,1,3.0,0.3197148881866175,False,True
HOP_CMP_202600074_1,CMP_202600074,1,ACC_024283,ACC_009202,15754.75,2025-04-25T18:29:00,2025-04-25T20:09:00,2025-04-25T20:44:00,2025-04-25 20:09:00,2025-04-25 20:44:00,35.0,2025-04-25 19:34:00,35.0,1,7.0,0.4757441260865054,True,False
HOP_CMP_202600074_6,CMP_202600074,6,ACC_009190,ACC_009191,3343.31,2025-04-25T19:04:00,2025-04-25T20:17:00,2025-04-25T20:44:00,2025-04-25 20:17:00,2025-04-25 20:44:00,27.0,2025-04-25 20:09:00,8.0,1,95.0,0.7393858073854628,False,True
HOP_CMP_202600078_2,CMP_202600078,2,ACC_011680,ACC_020224,248343.5,2025-02-20T12:38:00,2025-02-20T12:54:00,2025-02-20T12:56:00,2025-02-20 12:54:00,2025-02-20 12:56:00,2.0,,0.0,1,190.0,0.7234067251421417,True,False
HOP_CMP_202600086_1,CMP_202600086,1,ACC_024295,ACC_021240,2318.43,2025-01-22T19:36:00,2025-01-22T20:10:00,2025-01-22T20:27:00,2025-01-22 20:10:00,2025-01-22 20:27:00,17.0,,0.0,1,89.0,0.5317128807331525,True,False
HOP_CMP_202600087_1,CMP_202600087,1,ACC_024296,ACC_004543,16979.9,2025-03-20T11:17:00,2025-03-20T12:11:00,2025-03-20T12:38:00,2025-03-20 12:11:00,2025-03-20 12:38:00,27.0,,0.0,1,266.0,0.5706523108975039,True,False
HOP_CMP_202600087_2,CMP_202600087,2,ACC_004543,ACC_004543,10375.57,2025-03-20T11:18:00,2025-03-20T12:26:00,2025-03-20T12:38:00,2025-03-20 12:26:00,2025-03-20 12:38:00,12.0,2025-03-20 12:11:00,15.0,1,266.0,0.5706523108975039,False,True
HOP_CMP_202600087_3,CMP_202600087,3,ACC_004543,ACC_004543,10375.57,2025-03-20T11:19:00,2025-03-20T12:32:00,2025-03-20T12:38:00,2025-03-20 12:32:00,2025-03-20 12:38:00,6.0,2025-03-20 12:26:00,6.0,1,266.0,0.5706523108975039,False,True
HOP_CMP_202600090_4,CMP_202600090,4,ACC_003318,ACC_003318,1686.93,2025-02-22T16:35:00,2025-02-22T17:23:00,2025-02-22T17:37:00,2025-02-22 17:23:00,2025-02-22 17:37:00,14.0,,0.0,1,286.0,0.5786837820044227,False,True
HOP_CMP_202600090_1,CMP_202600090,1,ACC_024299,ACC_003319,4769.3,2025-02-22T16:11:00,2025-02-22T17:32:00,2025-02-22T17:37:00,2025-02-22 17:32:00,2025-02-22 17:37:00,5.0,2025-02-22 17:23:00,9.0,1,97.0,0.5726840378111419,False,True
HOP_CMP_202600092_1,CMP_202600092,1,ACC_024301,ACC_020799,78114.08,2025-03-18T10:16:00,2025-03-18T10:46:00,2025-03-18T11:34:00,2025-03-18 10:46:00,2025-03-18 11:34:00,48.0,,0.0,1,274.0,0.5545962210701446,True,False
HOP_CMP_202600092_5,CMP_202600092,5,ACC_020799,ACC_020825,15099.09,2025-03-18T10:47:00,2025-03-18T11:15:00,2025-03-18T11:34:00,2025-03-18 11:15:00,2025-03-18 11:34:00,19.0,2025-03-18 10:46:00,29.0,1,2.0,0.23984454701898333,True,False
HOP_CMP_202600092_3,CMP_202600092,3,ACC_020800,ACC_020802,24116.06,2025-03-18T10:25:00,2025-03-18T11:16:00,2025-03-18T11:34:00,2025-03-18 11:16:00,2025-03-18 11:34:00,18.0,2025-03-18 11:15:00,1.0,1,40.0,0.49067268922832435,True,False
HOP_CMP_202600092_2,CMP_202600092,2,ACC_020799,ACC_020800,44913.24,2025-03-18T10:17:00,2025-03-18T11:18:00,2025-03-18T11:34:00,2025-03-18 11:18:00,2025-03-18 11:34:00,16.0,2025-03-18 11:16:00,2.0,1,102.0,0.5521654961441462,True,False
HOP_CMP_202600095_2,CMP_202600095,2,ACC_000058,ACC_000058,201001.74,2025-03-15T03:45:00,2025-03-15T05:06:00,2025-03-15T05:17:00,2025-03-15 05:06:00,2025-03-15 05:17:00,11.0,,0.0,1,56.0,0.7112550636060944,False,False
HOP_CMP_202600100_1,CMP_202600100,1,ACC_024309,ACC_012564,96311.32,2025-02-10T17:08:00,2025-02-10T17:23:00,2025-02-10T17:41:00,2025-02-10 17:23:00,2025-02-10 17:41:00,18.0,,0.0,1,1.0,0.16666666666670527,False,True
HOP_CMP_202600102_2,CMP_202600102,2,ACC_022124,ACC_022124,30306.45,2025-04-07T18:31:00,2025-04-07T19:11:00,2025-04-07T20:56:00,2025-04-07 19:11:00,2025-04-07 20:56:00,105.0,,0.0,1,233.0,0.696874248576376,True,False
HOP_CMP_202600102_1,CMP_202600102,1,ACC_024311,ACC_022124,30306.45,2025-04-07T18:28:00,2025-04-07T20:02:00,2025-04-07T20:56:00,2025-04-07 20:02:00,2025-04-07 20:56:00,54.0,2025-04-07 19:11:00,51.0,1,233.0,0.696874248576376,False,True
HOP_CMP_202600104_4,CMP_202600104,4,ACC_006315,ACC_006316,1502.0,2025-03-21T09:27:00,2025-03-21T10:04:00,2025-03-21T10:05:00,2025-03-21 10:04:00,2025-03-21 10:05:00,1.0,,0.0,1,29.0,0.6274419810138027,True,False
HOP_CMP_202600112_1,CMP_202600112,1,ACC_024321,ACC_014258,10566.64,2025-01-25T18:46:00,2025-01-25T19:01:00,2025-01-25T19:42:00,2025-01-25 19:01:00,2025-01-25 19:42:00,41.0,,0.0,1,103.0,0.6062643571322522,False,True
HOP_CMP_202600112_2,CMP_202600112,2,ACC_014258,ACC_014318,10566.64,2025-01-25T18:47:00,2025-01-25T19:35:00,2025-01-25T19:42:00,2025-01-25 19:35:00,2025-01-25 19:42:00,7.0,2025-01-25 19:01:00,34.0,1,1.0,0.16666666666670527,False,False
HOP_CMP_202600116_2,CMP_202600116,2,ACC_023377,ACC_001912,50585.97,2025-04-19T20:52:00,2025-04-19T21:26:00,2025-04-19T21:33:00,2025-04-19 21:26:00,2025-04-19 21:33:00,7.0,,0.0,1,301.0,0.5559115298036225,False,True
HOP_CMP_202600118_1,CMP_202600118,1,ACC_024327,ACC_022128,5450.81,2025-01-19T13:39:00,2025-01-19T14:19:00,2025-01-19T14:25:00,2025-01-19 14:19:00,2025-01-19 14:25:00,6.0,,0.0,1,16.0,0.6063412467525389,False,False
HOP_CMP_202600123_1,CMP_202600123,1,ACC_024332,ACC_003296,226950.16,2025-03-30T12:45:00,2025-03-30T13:29:00,2025-03-30T13:41:00,2025-03-30 13:29:00,2025-03-30 13:41:00,12.0,,0.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202600125_1,CMP_202600125,1,ACC_024334,ACC_002287,17466.84,2025-03-30T07:17:00,2025-03-30T07:33:00,2025-03-30T07:37:00,2025-03-30 07:33:00,2025-03-30 07:37:00,4.0,,0.0,0,0.0,0.0,True,False
HOP_CMP_202600126_1,CMP_202600126,1,ACC_024335,ACC_016812,3331.89,2025-03-27T12:17:00,2025-03-27T12:39:00,2025-03-27T13:46:00,2025-03-27 12:39:00,2025-03-27 13:46:00,67.0,,0.0,1,66.0,0.7121799512513037,False,True
HOP_CMP_202600126_2,CMP_202600126,2,ACC_016812,ACC_016811,3271.42,2025-03-27T13:17:00,2025-03-27T13:35:00,2025-03-27T13:46:00,2025-03-27 13:35:00,2025-03-27 13:46:00,11.0,2025-03-27 12:39:00,56.0,1,106.0,0.7165275694799371,False,True
HOP_CMP_202600127_3,CMP_202600127,3,ACC_012615,ACC_012611,4325.56,2025-03-21T07:54:00,2025-03-21T09:11:00,2025-03-21T09:21:00,2025-03-21 09:11:00,2025-03-21 09:21:00,10.0,,0.0,1,209.0,0.5192435859753265,False,False
HOP_CMP_202600127_5,CMP_202600127,5,ACC_012616,ACC_012612,3121.74,2025-03-21T07:57:00,2025-03-21T09:19:00,2025-03-21T09:21:00,2025-03-21 09:19:00,2025-03-21 09:21:00,2.0,2025-03-21 09:11:00,8.0,1,77.0,0.5329827356253376,True,False
HOP_CMP_202600129_1,CMP_202600129,1,ACC_024338,ACC_011980,25625.86,2025-04-28T10:19:00,2025-04-28T11:12:00,2025-04-28T12:03:00,2025-04-28 11:12:00,2025-04-28 12:03:00,51.0,,0.0,1,48.0,0.6586886178231843,True,False
HOP_CMP_202600129_3,CMP_202600129,3,ACC_012000,ACC_010227,23662.0,2025-04-28T11:14:00,2025-04-28T11:36:00,2025-04-28T12:03:00,2025-04-28 11:36:00,2025-04-28 12:03:00,27.0,2025-04-28 11:12:00,24.0,1,1.0,0.16666666666670527,False,True
HOP_CMP_202600131_4,CMP_202600131,4,ACC_021240,ACC_021239,4741.91,2025-03-10T16:07:00,2025-03-10T16:25:00,2025-03-10T16:43:00,2025-03-10 16:25:00,2025-03-10 16:43:00,18.0,,0.0,1,290.0,0.5615647002515565,True,False
HOP_CMP_202600131_2,CMP_202600131,2,ACC_021247,ACC_021341,5867.47,2025-03-10T16:05:00,2025-03-10T16:26:00,2025-03-10T16:43:00,2025-03-10 16:26:00,2025-03-10 16:43:00,17.0,2025-03-10 16:25:00,1.0,1,1.0,0.16666666666670527,True,False
HOP_CMP_202600131_3,CMP_202600131,3,ACC_021341,ACC_021240,4766.63,2025-03-10T16:06:00,2025-03-10T16:37:00,2025-03-10T16:43:00,2025-03-10 16:37:00,2025-03-10 16:43:00,6.0,2025-03-10 16:26:00,11.0,1,89.0,0.5317128807331525,True,False
HOP_CMP_202600141_2,CMP_202600141,2,ACC_016811,ACC_016811,19262.93,2025-03-07T11:04:00,2025-03-07T11:28:00,2025-03-07T11:34:00,2025-03-07 11:28:00,2025-03-07 11:34:00,6.0,,0.0,1,106.0,0.7165275694799371,False,True
HOP_CMP_202600156_1,CMP_202600156,1,ACC_024365,ACC_004130,7860.45,2025-01-07T12:52:00,2025-01-07T13:13:00,2025-01-07T13:15:00,2025-01-07 13:13:00,2025-01-07 13:15:00,2.0,,0.0,1,3.0,0.3197148881866175,True,False
HOP_CMP_202600160_1,CMP_202600160,1,ACC_024369,ACC_020224,26764.54,2025-01-01T19:05:00,2025-01-01T20:00:00,2025-01-01T22:18:00,2025-01-01 20:00:00,2025-01-01 22:18:00,138.0,,0.0,1,190.0,0.7234067251421417,True,False
HOP_CMP_202600160_2,CMP_202600160,2,ACC_020224,ACC_020224,26764.54,2025-01-01T19:08:00,2025-01-01T20:26:00,2025-01-01T22:18:00,2025-01-01 20:26:00,2025-01-01 22:18:00,112.0,2025-01-01 20:00:00,26.0,1,190.0,0.7234067251421417,False,False
HOP_CMP_202600162_1,CMP_202600162,1,ACC_024371,ACC_012010,14636.99,2025-01-27T19:18:00,2025-01-27T20:08:00,2025-01-27T20:14:00,2025-01-27 20:08:00,2025-01-27 20:14:00,6.0,,0.0,1,1.0,0.16666666666670527,False,False
HOP_CMP_202600166_2,CMP_202600166,2,ACC_023517,ACC_023496,11734.93,2025-02-11T18:33:00,2025-02-11T18:57:00,2025-02-11T19:53:00,2025-02-11 18:57:00,2025-02-11 19:53:00,56.0,,0.0,1,278.0,0.5460551163110526,False,False
HOP_CMP_202600166_4,CMP_202600166,4,ACC_023496,ACC_023718,10502.28,2025-02-11T18:45:00,2025-02-11T19:04:00,2025-02-11T19:53:00,2025-02-11 19:04:00,2025-02-11 19:53:00,49.0,2025-02-11 18:57:00,7.0,1,45.0,0.4745634780238144,False,False
HOP_CMP_202600166_3,CMP_202600166,3,ACC_023496,ACC_023496,10789.69,2025-02-11T18:39:00,2025-02-11T19:28:00,2025-02-11T19:53:00,2025-02-11 19:28:00,2025-02-11 19:53:00,25.0,2025-02-11 19:04:00,24.0,1,278.0,0.5460551163110526,False,True
HOP_CMP_202600166_1,CMP_202600166,1,ACC_024375,ACC_023517,15518.09,2025-02-11T18:06:00,2025-02-11T19:50:00,2025-02-11T19:53:00,2025-02-11 19:50:00,2025-02-11 19:53:00,3.0,2025-02-11 19:28:00,22.0,1,4.0,0.38655737576735266,False,False
HOP_CMP_202600177_1,CMP_202600177,1,ACC_024386,ACC_001042,62031.9,2025-03-25T17:56:00,2025-03-25T18:36:00,2025-03-25T19:12:00,2025-03-25 18:36:00,2025-03-25 19:12:00,36.0,,0.0,1,4.0,0.3374150541554056,False,False
HOP_CMP_202600185_1,CMP_202600185,1,ACC_024394,ACC_017780,56227.81,2025-04-13T09:48:00,2025-04-13T10:11:00,2025-04-13T11:12:00,2025-04-13 10:11:00,2025-04-13 11:12:00,61.0,,0.0,1,3.0,0.3197148881866175,True,False
HOP_CMP_202600185_2,CMP_202600185,2,ACC_017780,ACC_021895,47006.14,2025-04-13T10:49:00,2025-04-13T11:06:00,2025-04-13T11:12:00,2025-04-13 11:06:00,2025-04-13 11:12:00,6.0,2025-04-13 10:11:00,55.0,1,103.0,0.6402646129189273,False,True
HOP_CMP_202600188_1,CMP_202600188,1,ACC_024397,ACC_004543,12970.36,2025-01-29T01:20:00,2025-01-29T01:37:00,2025-01-29T02:15:00,2025-01-29 01:37:00,2025-01-29 02:15:00,38.0,,0.0,1,266.0,0.5706523108975039,False,True
HOP_CMP_202600188_3,CMP_202600188,3,ACC_004555,ACC_004558,9592.67,2025-01-29T01:24:00,2025-01-29T01:55:00,2025-01-29T02:15:00,2025-01-29 01:55:00,2025-01-29 02:15:00,20.0,2025-01-29 01:37:00,18.0,1,4.0,0.301738590725726,False,False
HOP_CMP_202600198_3,CMP_202600198,3,ACC_007934,ACC_007933,6598.29,2025-02-24T15:58:00,2025-02-24T16:29:00,2025-02-24T16:33:00,2025-02-24 16:29:00,2025-02-24 16:33:00,4.0,,0.0,1,66.0,0.7230175157589124,False,False
HOP_CMP_202600201_1,CMP_202600201,1,ACC_024410,ACC_014487,145055.26,2025-03-26T14:59:00,2025-03-26T16:09:00,2025-03-26T16:32:00,2025-03-26 16:09:00,2025-03-26 16:32:00,23.0,,0.0,1,314.0,0.6723706318632514,True,False
HOP_CMP_202600201_2,CMP_202600201,2,ACC_014487,ACC_014487,142196.03,2025-03-26T15:04:00,2025-03-26T16:10:00,2025-03-26T16:32:00,2025-03-26 16:10:00,2025-03-26 16:32:00,22.0,2025-03-26 16:09:00,1.0,1,314.0,0.6723706318632514,False,False
HOP_CMP_202600213_1,CMP_202600213,1,ACC_024422,ACC_005009,18179.84,2025-02-16T18:06:00,2025-02-16T18:27:00,2025-02-16T18:46:00,2025-02-16 18:27:00,2025-02-16 18:46:00,19.0,,0.0,1,43.0,0.602407636814072,False,False
HOP_CMP_202600219_1,CMP_202600219,1,ACC_024428,ACC_023989,85594.17,2025-02-03T19:21:00,2025-02-03T21:16:00,2025-02-03T21:42:00,2025-02-03 21:16:00,2025-02-03 21:42:00,26.0,,0.0,1,158.0,0.5473172596897218,True,False
HOP_CMP_202600221_2,CMP_202600221,2,ACC_001025,ACC_005157,5590.78,2025-04-08T20:56:00,2025-04-08T21:11:00,2025-04-08T21:32:00,2025-04-08 21:11:00,2025-04-08 21:32:00,21.0,,0.0,0,0.0,0.0,False,False
HOP_CMP_202600221_1,CMP_202600221,1,ACC_024430,ACC_001025,5590.78,2025-04-08T20:40:00,2025-04-08T21:17:00,2025-04-08T21:32:00,2025-04-08 21:17:00,2025-04-08 21:32:00,15.0,2025-04-08 21:11:00,6.0,1,47.0,0.7231392459951136,True,False
HOP_CMP_202600229_1,CMP_202600229,1,ACC_024438,ACC_002983,74765.74,2025-04-28T19:53:00,2025-04-28T21:39:00,2025-04-28T21:50:00,2025-04-28 21:39:00,2025-04-28 21:50:00,11.0,,0.0,1,306.0,0.5678338996801279,False,True
HOP_CMP_202600230_2,CMP_202600230,2,ACC_004604,ACC_004610,393474.3,2025-02-24T11:42:00,2025-02-24T12:08:00,2025-02-24T13:27:00,2025-02-24 12:08:00,2025-02-24 13:27:00,79.0,,0.0,1,9.0,0.4935563036504641,True,False
HOP_CMP_202600230_1,CMP_202600230,1,ACC_024439,ACC_004604,675755.17,2025-02-24T11:40:00,2025-02-24T12:20:00,2025-02-24T13:27:00,2025-02-24 12:20:00,2025-02-24 13:27:00,67.0,2025-02-24 12:08:00,12.0,1,89.0,0.6930360857914556,True,False
HOP_CMP_202600230_4,CMP_202600230,4,ACC_004603,ACC_004603,328945.24,2025-02-24T12:44:00,2025-02-24T13:10:00,2025-02-24T13:27:00,2025-02-24 13:10:00,2025-02-24 13:27:00,17.0,2025-02-24 12:20:00,50.0,1,253.0,0.7031076308805722,True,False
HOP_CMP_202600233_1,CMP_202600233,1,ACC_024442,ACC_009742,14030.12,2025-02-20T15:34:00,2025-02-20T15:55:00,2025-02-20T16:28:00,2025-02-20 15:55:00,2025-02-20 16:28:00,33.0,,0.0,1,2.0,0.23984454701898333,False,True
HOP_CMP_202600247_1,CMP_202600247,1,ACC_024456,ACC_005950,9636.35,2025-03-18T10:55:00,2025-03-18T11:32:00,2025-03-18T12:05:00,2025-03-18 11:32:00,2025-03-18 12:05:00,33.0,,0.0,1,108.0,0.6840332078812625,True,False
HOP_CMP_202600247_4,CMP_202600247,4,ACC_005964,ACC_005965,8577.72,2025-03-18T11:12:00,2025-03-18T11:32:00,2025-03-18T12:05:00,2025-03-18 11:32:00,2025-03-18 12:05:00,33.0,2025-03-18 11:32:00,0.0,1,6.0,0.4358500036472024,False,True
HOP_CMP_202600248_1,CMP_202600248,1,ACC_024457,ACC_013610,547302.42,2025-04-13T10:20:00,2025-04-13T10:36:00,2025-04-13T10:54:00,2025-04-13 10:36:00,2025-04-13 10:54:00,18.0,,0.0,1,3.0,0.279578866828199,True,False
HOP_CMP_202600249_3,CMP_202600249,3,ACC_023138,ACC_023138,45334.32,2025-04-25T04:38:00,2025-04-25T04:58:00,2025-04-25T05:23:00,2025-04-25 04:58:00,2025-04-25 05:23:00,25.0,,0.0,1,143.0,0.5415808651951431,False,True
HOP_CMP_202600251_2,CMP_202600251,2,ACC_023496,ACC_023504,65113.43,2025-02-17T12:09:00,2025-02-17T12:37:00,2025-02-17T13:22:00,2025-02-17 12:37:00,2025-02-17 13:22:00,45.0,,0.0,1,11.0,0.4461445660872978,False,True
HOP_CMP_202600251_3,CMP_202600251,3,ACC_023504,ACC_023587,65113.43,2025-02-17T12:13:00,2025-02-17T13:07:00,2025-02-17T13:22:00,2025-02-17 13:07:00,2025-02-17 13:22:00,15.0,2025-02-17 12:37:00,30.0,1,2.0,0.23984454701898333,True,False
HOP_CMP_202600257_1,CMP_202600257,1,ACC_024466,ACC_005949,106055.85,2025-01-09T09:13:00,2025-01-09T10:38:00,2025-01-09T10:40:00,2025-01-09 10:38:00,2025-01-09 10:40:00,2.0,,0.0,1,300.0,0.7672954738455294,False,False
HOP_CMP_202600261_1,CMP_202600261,1,ACC_024470,ACC_013178,20551.98,2025-04-03T17:26:00,2025-04-03T17:43:00,2025-04-03T17:58:00,2025-04-03 17:43:00,2025-04-03 17:58:00,15.0,,0.0,1,334.0,0.6403749720079019,False,True
HOP_CMP_202600263_2,CMP_202600263,2,ACC_000002,ACC_000002,42026.02,2025-02-12T09:35:00,2025-02-12T09:52:00,2025-02-12T10:14:00,2025-02-12 09:52:00,2025-02-12 10:14:00,22.0,,0.0,1,265.0,0.7627288002295954,False,False
HOP_CMP_202600263_1,CMP_202600263,1,ACC_024472,ACC_000002,42026.02,2025-02-12T09:09:00,2025-02-12T10:13:00,2025-02-12T10:14:00,2025-02-12 10:13:00,2025-02-12 10:14:00,1.0,2025-02-12 09:52:00,21.0,1,265.0,0.7627288002295954,False,True
HOP_CMP_202600265_1,CMP_202600265,1,ACC_024474,ACC_013983,14866.57,2025-03-22T14:55:00,2025-03-22T16:08:00,2025-03-22T16:10:00,2025-03-22 16:08:00,2025-03-22 16:10:00,2.0,,0.0,1,18.0,0.5429820311427848,False,True
HOP_CMP_202600267_2,CMP_202600267,2,ACC_017968,ACC_017969,13587.57,2025-03-05T19:06:00,2025-03-05T19:40:00,2025-03-05T20:04:00,2025-03-05 19:40:00,2025-03-05 20:04:00,24.0,,0.0,1,56.0,0.5712018666725205,False,False
HOP_CMP_202600269_1,CMP_202600269,1,ACC_024478,ACC_006796,160692.9,2025-04-13T17:23:00,2025-04-13T18:25:00,2025-04-13T18:51:00,2025-04-13 18:25:00,2025-04-13 18:51:00,26.0,,0.0,1,301.0,0.5526759176425076,False,True
